table_i,table_j,n_cols_i,n_cols_j,n_cross_pairs,n_matches,raw_sim,M_max,CR,Sim_T,norm_changed
ORDERS.379,custhist_df,0,36,36,1,0.48805,1,1.0,0.48805,False
orders_df,orders_df.102,72,0,36,1,0.488048,1,1.0,0.488048,False
orders_df.123,orders_df.2,0,0,1,1,0.488047,1,1.0,0.488047,False
ORDERLINES,orders_df.102,40,0,38,1,0.48804,1,1.0,0.48804,False
orders_df.20,orders_df.264,0,0,1,1,0.488035,1,1.0,0.488035,False
CUST_HIST,orders_df.313,36,0,72,2,0.488031,2,1.0,0.488031,False
CUST_HIST,orders_df.362,36,0,36,1,0.488029,1,1.0,0.488029,False
orders_df.25,orders_df.313,0,0,2,1,0.488028,1,1.0,0.488028,False
ORDERS.23,orders_df.289,0,0,1,1,0.488027,1,1.0,0.488027,False
ORDERS.313,orders_df.23,0,0,2,1,0.488018,1,1.0,0.488018,False
orders_df,orders_df.170,72,0,36,1,0.488016,1,1.0,0.488016,False
orders_df,orders_df.339,72,0,36,1,0.488016,1,1.0,0.488016,False
ORDERS.184,orders_df.170,0,0,1,1,0.488013,1,1.0,0.488013,False
ORDERS.379,orders_df.28,0,0,1,1,0.48801,1,1.0,0.48801,False
ORDERS.28,orders_df.379,0,0,1,1,0.488009,1,1.0,0.488009,False
ORDERS.244,orders_df.29,0,0,1,1,0.488007,1,1.0,0.488007,False
orders_df.102,orders_df.20,0,0,1,1,0.488003,1,1.0,0.488003,False
ORDERS.170,orders_df.14,0,0,1,1,0.488002,1,1.0,0.488002,False
ORDERS.102,orders_df.111,0,0,1,1,0.488002,1,1.0,0.488002,False
ORDERS.102,ORDERS.244,0,0,1,1,0.487998,1,1.0,0.487998,False
orders_df.123,orders_df.134,0,0,1,1,0.487994,1,1.0,0.487994,False
custhist_df,orders_df.289,36,0,36,1,0.487993,1,1.0,0.487993,False
orders_df.10,orders_df.123,0,0,1,1,0.487989,1,1.0,0.487989,False
ORDERS.313,orders_df.25,0,0,2,1,0.487983,1,1.0,0.487983,False
orders_df.244,orders_df.29,0,0,1,1,0.487983,1,1.0,0.487983,False
ORDERS.23,orders_df.313,0,0,2,1,0.487981,1,1.0,0.487981,False
ORDERS.134,inv_df,0,3,3,1,0.487978,1,1.0,0.487978,False
CUSTOMER,ORDERS.244,36,0,33,1,0.487977,1,1.0,0.487977,False
ORDERS.102,orders_df.244,0,0,1,1,0.487974,1,1.0,0.487974,False
ORDERS.31,orders_df.134,0,0,2,1,0.48797,1,1.0,0.48797,False
orders_df.350,orders_df.379,0,0,1,1,0.487967,1,1.0,0.487967,False
ORDERS.170,orders_df.184,0,0,1,1,0.487966,1,1.0,0.487966,False
ORDERS,orders_df.102,72,0,36,1,0.487964,1,1.0,0.487964,False
orders_df.20,orders_df.392,0,0,1,1,0.487963,1,1.0,0.487963,False
ORDERS.339,orders_df.313,0,0,2,1,0.487952,1,1.0,0.487952,False
ORDERS.102,orders_df,0,72,36,1,0.487951,1,1.0,0.487951,False
ORDERS.111,orders_df.102,0,0,1,1,0.487951,1,1.0,0.487951,False
CUST_HIST,ORDERS.313,36,0,72,2,0.487946,2,1.0,0.487946,False
ORDERLINES,ORDERS.102,40,0,38,1,0.487945,1,1.0,0.487945,False
ORDERS.23,ORDERS.289,0,0,1,1,0.487938,1,1.0,0.487938,False
ORDERS.29,ORDERS.392,0,0,1,1,0.487937,1,1.0,0.487937,False
CUST_HIST,orders_df.392,36,0,36,1,0.487935,1,1.0,0.487935,False
ORDERS.134,orders_df.31,0,0,2,1,0.487918,1,1.0,0.487918,False
ORDERS.14,orders_df.170,0,0,1,1,0.487918,1,1.0,0.487918,False
ORDERS.123,orders_df.2,0,0,1,1,0.487915,1,1.0,0.487915,False
ORDERS.28,ORDERS.379,0,0,1,1,0.487913,1,1.0,0.487913,False
ORDERS.170,ORDERS.184,0,0,1,1,0.487913,1,1.0,0.487913,False
ORDERS.170,orders_df,0,72,36,1,0.487912,1,1.0,0.487912,False
CUSTOMER,orders_df.244,36,0,33,1,0.48791,1,1.0,0.48791,False
orders_df.111,orders_df.20,0,0,1,1,0.487909,1,1.0,0.487909,False
ORDERS.102,orders_df.20,0,0,1,1,0.487909,1,1.0,0.487909,False
ORDERS.313,ORDERS.339,0,0,2,1,0.487908,1,1.0,0.487908,False
orders_df.392,prod_df,0,7,6,1,0.487903,1,1.0,0.487903,False
CUST_HIST,ORDERS.362,36,0,36,1,0.487903,1,1.0,0.487903,False
orderlines_df.1,orders_df.102,0,0,2,1,0.487901,1,1.0,0.487901,False
ORDERS.20,orders_df.264,0,0,1,1,0.4879,1,1.0,0.4879,False
orders_df.264,orders_df.29,0,0,1,1,0.487896,1,1.0,0.487896,False
orderlines_df,orders_df.102,40,0,38,1,0.487893,1,1.0,0.487893,False
ORDERLINES,orders_df.362,40,0,38,1,0.487893,1,1.0,0.487893,False
ORDERS.264,orders_df.20,0,0,1,1,0.487892,1,1.0,0.487892,False
ORDERS.2,orders_df.123,0,0,1,1,0.487878,1,1.0,0.487878,False
ORDERS.244,ORDERS.29,0,0,1,1,0.487875,1,1.0,0.487875,False
ORDERS.25,orders_df.313,0,0,2,1,0.487869,1,1.0,0.487869,False
ORDERS,ORDERS.102,72,0,36,1,0.487868,1,1.0,0.487868,False
ORDERS.123,orders_df.134,0,0,1,1,0.487866,1,1.0,0.487866,False
ORDERS.20,orders_df.102,0,0,1,1,0.487865,1,1.0,0.487865,False
ORDERS.379,orders_df.350,0,0,1,1,0.487864,1,1.0,0.487864,False
orders_df.102,orders_df.29,0,0,1,1,0.487864,1,1.0,0.487864,False
ORDERS.23,ORDERS.313,0,0,2,1,0.487863,1,1.0,0.487863,False
ORDERS.123,orders_df.10,0,0,1,1,0.487861,1,1.0,0.487861,False
ORDERS.102,ORDERS.111,0,0,1,1,0.48786,1,1.0,0.48786,False
orderlines_df,orders_df.384,40,0,38,1,0.487857,1,1.0,0.487857,False
ORDERS.339,orders_df,0,72,36,1,0.487857,1,1.0,0.487857,False
ORDERS.289,custhist_df,0,36,36,1,0.487852,1,1.0,0.487852,False
ORDERS.29,orders_df.244,0,0,1,1,0.487852,1,1.0,0.487852,False
orders_df.350,prod_df.25,0,0,1,1,0.487843,1,1.0,0.487843,False
ORDERLINES.1,orders_df.123,0,0,2,1,0.48784,1,1.0,0.48784,False
ORDERLINES,orders_df.384,40,0,38,1,0.487839,1,1.0,0.487839,False
ORDERS.392,orders_df.20,0,0,1,1,0.487839,1,1.0,0.487839,False
ORDERS,orders_df.339,72,0,36,1,0.487838,1,1.0,0.487838,False
ORDERS.25,ORDERS.313,0,0,2,1,0.487826,1,1.0,0.487826,False
ORDERS.20,orders_df.392,0,0,1,1,0.487824,1,1.0,0.487824,False
ORDERS.14,ORDERS.170,0,0,1,1,0.487821,1,1.0,0.487821,False
ORDERS.10,orders_df.123,0,0,1,1,0.487816,1,1.0,0.487816,False
ORDERS.244,cust_df,0,36,33,1,0.487812,1,1.0,0.487812,False
ORDERS.350,orders_df.379,0,0,1,1,0.487811,1,1.0,0.487811,False
ORDERS.134,orders_df.123,0,0,1,1,0.48781,1,1.0,0.48781,False
ORDERS.102,orderlines_df.1,0,0,2,1,0.487804,1,1.0,0.487804,False
orders_df.264,orders_df.362,0,0,1,1,0.487803,1,1.0,0.487803,False
ORDERS.102,orderlines_df,0,40,38,1,0.487802,1,1.0,0.487802,False
CUST_HIST,ORDERS.392,36,0,36,1,0.487799,1,1.0,0.487799,False
ORDERS,orders_df.170,72,0,36,1,0.487789,1,1.0,0.487789,False
ORDERS.134,ORDERS.31,0,0,2,1,0.487784,1,1.0,0.487784,False
ORDERS.20,orders_df.111,0,0,1,1,0.487774,1,1.0,0.487774,False
ORDERS.102,ORDERS.20,0,0,1,1,0.487773,1,1.0,0.487773,False
orders_df.289,orders_df.350,0,0,1,1,0.487772,1,1.0,0.487772,False
ORDERLINES,ORDERS.362,40,0,38,1,0.487771,1,1.0,0.487771,False
ORDERS.102,orders_df.29,0,0,1,1,0.487769,1,1.0,0.487769,False
orders_df.102,orders_df.362,0,0,1,1,0.487769,1,1.0,0.487769,False
ORDERS.29,orders_df.264,0,0,1,1,0.487767,1,1.0,0.487767,False
ORDERS.111,orders_df.20,0,0,1,1,0.487766,1,1.0,0.487766,False
ORDERS.20,ORDERS.264,0,0,1,1,0.487761,1,1.0,0.487761,False
orders_df.289,prod_df.25,0,0,1,1,0.487759,1,1.0,0.487759,False
ORDERS.392,prod_df,0,7,6,1,0.487756,1,1.0,0.487756,False
ORDERS.264,orders_df.29,0,0,1,1,0.487752,1,1.0,0.487752,False
ORDERS.123,ORDERS.2,0,0,1,1,0.487751,1,1.0,0.487751,False
cust_df,orders_df.244,36,0,33,1,0.487746,1,1.0,0.487746,False
orders_df.362,prod_df,0,7,6,1,0.487741,1,1.0,0.487741,False
CUST_HIST,orders_df.379,36,0,36,1,0.487738,1,1.0,0.487738,False
ORDERS.29,orders_df.102,0,0,1,1,0.487733,1,1.0,0.487733,False
orderlines_df,orders_df.134,40,0,38,1,0.487729,1,1.0,0.487729,False
orders_df.313,orders_df.350,0,0,2,1,0.487725,1,1.0,0.487725,False
orderlines_df,orders_df.362,40,0,38,1,0.487716,1,1.0,0.487716,False
ORDERS.350,ORDERS.379,0,0,1,1,0.487711,1,1.0,0.487711,False
ORDERS.384,orderlines_df,0,40,38,1,0.487709,1,1.0,0.487709,False
ORDERS.20,ORDERS.392,0,0,1,1,0.487704,1,1.0,0.487704,False
ORDERLINES.1,ORDERS.123,0,0,2,1,0.487699,1,1.0,0.487699,False
ORDERLINES,orders_df.134,40,0,38,1,0.487697,1,1.0,0.487697,False
orders_df.350,orders_df.384,0,0,1,1,0.487696,1,1.0,0.487696,False
ORDERS.10,ORDERS.123,0,0,1,1,0.487693,1,1.0,0.487693,False
ORDERLINES,ORDERS.384,40,0,38,1,0.487691,1,1.0,0.487691,False
ORDERS,ORDERS.170,72,0,36,1,0.487691,1,1.0,0.487691,False
ORDERS.350,prod_df.25,0,0,1,1,0.487688,1,1.0,0.487688,False
ORDERS.123,ORDERS.134,0,0,1,1,0.487687,1,1.0,0.487687,False
ORDERS,ORDERS.339,72,0,36,1,0.487685,1,1.0,0.487685,False
ORDERS.362,orders_df.264,0,0,1,1,0.48768,1,1.0,0.48768,False
ORDERS.102,orders_df.362,0,0,1,1,0.487676,1,1.0,0.487676,False
ORDERS.264,orders_df.362,0,0,1,1,0.487661,1,1.0,0.487661,False
ORDERS.289,orders_df.350,0,0,1,1,0.487651,1,1.0,0.487651,False
ORDERS.362,orders_df.102,0,0,1,1,0.487644,1,1.0,0.487644,False
ORDERS.102,ORDERS.29,0,0,1,1,0.487641,1,1.0,0.487641,False
ORDERS.289,prod_df.25,0,0,1,1,0.487637,1,1.0,0.487637,False
ORDERS.111,ORDERS.20,0,0,1,1,0.487635,1,1.0,0.487635,False
CUST_HIST,ORDERS.379,36,0,36,1,0.487627,1,1.0,0.487627,False
ORDERS.264,ORDERS.29,0,0,1,1,0.487627,1,1.0,0.487627,False
orders_df.184,orders_df.8,0,0,2,1,0.487621,1,1.0,0.487621,False
custhist_df,orders_df.170,36,0,36,1,0.487621,1,1.0,0.487621,False
ORDERS.350,orders_df.289,0,0,1,1,0.487613,1,1.0,0.487613,False
ORDERS.313,orders_df.350,0,0,2,1,0.487607,1,1.0,0.487607,False
custhist_df,orders_df.264,36,0,36,1,0.487606,1,1.0,0.487606,False
ORDERS.362,orderlines_df,0,40,38,1,0.487599,1,1.0,0.487599,False
ORDERS.362,prod_df,0,7,6,1,0.487594,1,1.0,0.487594,False
CUST_HIST,orders_df.170,36,0,36,1,0.487588,1,1.0,0.487588,False
PRODUCTS.25,orders_df.350,0,0,1,1,0.487584,1,1.0,0.487584,False
orders_df.31,orders_df.350,0,0,2,1,0.487583,1,1.0,0.487583,False
orders_df.102,prod_df,0,7,6,1,0.48757,1,1.0,0.48757,False
ORDERS.350,orders_df.313,0,0,2,1,0.487568,1,1.0,0.487568,False
ORDERS.184,orders_df.8,0,0,2,1,0.487563,1,1.0,0.487563,False
ORDERS.102,ORDERS.362,0,0,1,1,0.487554,1,1.0,0.487554,False
CUST_HIST,orders_df.289,36,0,36,1,0.487551,1,1.0,0.487551,False
orderlines_df.1,orders_df.123,0,0,2,1,0.48755,1,1.0,0.48755,False
ORDERS.384,orders_df.350,0,0,1,1,0.487546,1,1.0,0.487546,False
ORDERS.134,orderlines_df,0,40,38,1,0.487545,1,1.0,0.487545,False
ORDERS.264,ORDERS.362,0,0,1,1,0.487543,1,1.0,0.487543,False
ORDERS.350,orders_df.384,0,0,1,1,0.487536,1,1.0,0.487536,False
ORDERS.289,ORDERS.350,0,0,1,1,0.487536,1,1.0,0.487536,False
orders_df.14,orders_df.313,0,0,2,1,0.487534,1,1.0,0.487534,False
PRODUCTS,orders_df.392,7,0,6,1,0.487521,1,1.0,0.487521,False
ORDERS.170,custhist_df,0,36,36,1,0.48752,1,1.0,0.48752,False
ORDERLINES,ORDERS.134,40,0,38,1,0.487514,1,1.0,0.487514,False
orders_df.289,orders_df.31,0,0,2,1,0.487502,1,1.0,0.487502,False
PRODUCTS.25,orders_df.289,0,0,1,1,0.487489,1,1.0,0.487489,False
CUST_HIST,ORDERS.170,36,0,36,1,0.487489,1,1.0,0.487489,False
ORDERS.313,orders_df.14,0,0,2,1,0.487488,1,1.0,0.487488,False
ORDERLINES,orders_df.392,40,0,38,1,0.487463,1,1.0,0.487463,False
ORDERS.102,prod_df,0,7,6,1,0.487458,1,1.0,0.487458,False
ORDERS.264,custhist_df,0,36,36,1,0.487457,1,1.0,0.487457,False
ORDERS.313,ORDERS.350,0,0,2,1,0.487453,1,1.0,0.487453,False
ORDERS.350,PRODUCTS.25,0,0,1,1,0.487438,1,1.0,0.487438,False
orderlines_df,orders_df.339,40,0,38,1,0.487436,1,1.0,0.487436,False
ORDERS.350,orders_df.31,0,0,2,1,0.487427,1,1.0,0.487427,False
CUST_HIST,ORDERS.289,36,0,36,1,0.487421,1,1.0,0.487421,False
ORDERS.123,orderlines_df.1,0,0,2,1,0.487418,1,1.0,0.487418,False
orderlines_df,orders_df.379,40,0,38,1,0.487404,1,1.0,0.487404,False
ORDERS.31,orders_df.350,0,0,2,1,0.487394,1,1.0,0.487394,False
ORDERS.350,ORDERS.384,0,0,1,1,0.487391,1,1.0,0.487391,False
ORDERS.392,PRODUCTS,0,7,6,1,0.487384,1,1.0,0.487384,False
ORDERS.8,orders_df.184,0,0,2,1,0.487384,1,1.0,0.487384,False
ORDERS.289,orders_df.31,0,0,2,1,0.487378,1,1.0,0.487378,False
ORDERLINES,orders_df.339,40,0,38,1,0.487376,1,1.0,0.487376,False
custhist_df,orders_df.123,36,0,36,1,0.487373,1,1.0,0.487373,False
ORDERS.289,PRODUCTS.25,0,0,1,1,0.487373,1,1.0,0.487373,False
PRODUCTS,orders_df.362,7,0,6,1,0.48737,1,1.0,0.48737,False
ORDERS.14,orders_df.313,0,0,2,1,0.487346,1,1.0,0.487346,False
ORDERLINES,ORDERS.392,40,0,38,1,0.487339,1,1.0,0.487339,False
orders_df.379,orders_df.67,0,0,1,1,0.487332,1,1.0,0.487332,False
ORDERS.184,ORDERS.8,0,0,2,1,0.487329,1,1.0,0.487329,False
ORDERLINES,orders_df.379,40,0,38,1,0.487317,1,1.0,0.487317,False
orders_df.379,orders_df.73,0,0,1,1,0.487315,1,1.0,0.487315,False
ORDERS.31,orders_df.289,0,0,2,1,0.487304,1,1.0,0.487304,False
ORDERS.14,ORDERS.313,0,0,2,1,0.487302,1,1.0,0.487302,False
ORDERS.379,orderlines_df,0,40,38,1,0.4873,1,1.0,0.4873,False
CUST_HIST,orders_df.264,36,0,36,1,0.487289,1,1.0,0.487289,False
ORDERS.379,ORDERS.73,0,0,1,1,0.487287,1,1.0,0.487287,False
ORDERS.339,orderlines_df,0,40,38,1,0.487283,1,1.0,0.487283,False
orders_df.10,orders_df.184,0,0,1,1,0.487266,1,1.0,0.487266,False
ORDERS.31,ORDERS.350,0,0,2,1,0.487244,1,1.0,0.487244,False
orders_df.184,orders_df.34,0,0,1,1,0.487241,1,1.0,0.487241,False
orders_df.289,orders_df.5,0,0,1,1,0.487236,1,1.0,0.487236,False
orderlines_df,orders_df.392,40,0,38,1,0.487236,1,1.0,0.487236,False
ORDERS.362,PRODUCTS,0,7,6,1,0.487232,1,1.0,0.487232,False
ORDERS.123,custhist_df,0,36,36,1,0.487232,1,1.0,0.487232,False
ORDERS.73,orders_df.379,0,0,1,1,0.487231,1,1.0,0.487231,False
ORDERS.379,orders_df.67,0,0,1,1,0.487227,1,1.0,0.487227,False
ORDERLINES,ORDERS.339,40,0,38,1,0.487225,1,1.0,0.487225,False
orders_df.111,orders_df.31,0,0,2,1,0.487215,1,1.0,0.487215,False
ORDERLINES,ORDERS.379,40,0,38,1,0.487215,1,1.0,0.487215,False
ORDERS.184,orders_df.10,0,0,1,1,0.487212,1,1.0,0.487212,False
ORDERS.379,orders_df.73,0,0,1,1,0.48721,1,1.0,0.48721,False
orderlines_df,orders_df.289,40,0,38,1,0.48721,1,1.0,0.48721,False
orders_df.134,orders_df.170,0,0,1,1,0.487195,1,1.0,0.487195,False
PRODUCTS,orders_df.102,7,0,6,1,0.48719,1,1.0,0.48719,False
ORDERS.67,orders_df.379,0,0,1,1,0.487189,1,1.0,0.487189,False
orders_df.313,orders_df.5,0,0,2,1,0.487187,1,1.0,0.487187,False
ORDERS.289,ORDERS.31,0,0,2,1,0.487185,1,1.0,0.487185,False
ORDERS.184,orders_df.34,0,0,1,1,0.487185,1,1.0,0.487185,False
ORDERS.244,orders_df.34,0,0,1,1,0.487173,1,1.0,0.487173,False
orders_df.123,orders_df.184,0,0,1,1,0.487165,1,1.0,0.487165,False
ORDERS.289,ORDERS.73,0,0,1,1,0.487157,1,1.0,0.487157,False
orders_df.102,orders_df.134,0,0,1,1,0.487155,1,1.0,0.487155,False
ORDERS.34,orders_df.184,0,0,1,1,0.487153,1,1.0,0.487153,False
orders_df.244,orders_df.34,0,0,1,1,0.487149,1,1.0,0.487149,False
CUST_HIST,ORDERS.264,36,0,36,1,0.487149,1,1.0,0.487149,False
orders_df.2,orders_df.264,0,0,1,1,0.487145,1,1.0,0.487145,False
orders_df.289,orders_df.73,0,0,1,1,0.487122,1,1.0,0.487122,False
ORDERLINES,orders_df.289,40,0,38,1,0.487121,1,1.0,0.487121,False
ORDERS.392,orderlines_df,0,40,38,1,0.487118,1,1.0,0.487118,False
ORDERS.184,orders_df.123,0,0,1,1,0.487112,1,1.0,0.487112,False
orders_df,orders_df.123,72,0,36,1,0.487112,1,1.0,0.487112,False
ORDERS.289,orders_df.5,0,0,1,1,0.48711,1,1.0,0.48711,False
orders_df.264,orders_df.31,0,0,2,1,0.487101,1,1.0,0.487101,False
ORDERS.184,ORDERS.34,0,0,1,1,0.487099,1,1.0,0.487099,False
ORDERS.170,orders_df.134,0,0,1,1,0.487095,1,1.0,0.487095,False
orders_df.123,orders_df.170,0,0,1,1,0.48709,1,1.0,0.48709,False
ORDERS.289,orderlines_df,0,40,38,1,0.487089,1,1.0,0.487089,False
ORDERS.10,orders_df.184,0,0,1,1,0.487089,1,1.0,0.487089,False
ORDERS.379,ORDERS.67,0,0,1,1,0.487087,1,1.0,0.487087,False
ORDERS.102,PRODUCTS,0,7,6,1,0.487085,1,1.0,0.487085,False
ORDERS.244,ORDERS.34,0,0,1,1,0.487085,1,1.0,0.487085,False
ORDERS.31,orders_df.111,0,0,2,1,0.487077,1,1.0,0.487077,False
orders_df.313,orders_df.73,0,0,2,1,0.487075,1,1.0,0.487075,False
ORDERS.416,cust_df,0,36,33,1,0.487073,1,1.0,0.487073,False
cust_df,orders_df.416,36,0,33,1,0.48707,1,1.0,0.48707,False
ORDERS.111,orders_df.31,0,0,2,1,0.487069,1,1.0,0.487069,False
ORDERS.313,orders_df.5,0,0,2,1,0.487063,1,1.0,0.487063,False
ORDERS.34,orders_df.244,0,0,1,1,0.487061,1,1.0,0.487061,False
orders_df.111,orders_df.134,0,0,1,1,0.487061,1,1.0,0.487061,False
ORDERS.5,orders_df.289,0,0,1,1,0.487061,1,1.0,0.487061,False
orders_df.264,orders_df.34,0,0,1,1,0.487061,1,1.0,0.487061,False
ORDERS.102,orders_df.134,0,0,1,1,0.48706,1,1.0,0.48706,False
orders_df.10,orders_df.111,0,0,1,1,0.487059,1,1.0,0.487059,False
ORDERS.244,orders_df.134,0,0,1,1,0.487058,1,1.0,0.487058,False
orders_df.102,orders_df.123,0,0,1,1,0.487047,1,1.0,0.487047,False
ORDERLINES.1,orders_df.170,0,0,2,1,0.487045,1,1.0,0.487045,False
ORDERS.73,orders_df.289,0,0,1,1,0.487037,1,1.0,0.487037,False
ORDERS.10,ORDERS.184,0,0,1,1,0.487037,1,1.0,0.487037,False
ORDERS.123,orders_df.184,0,0,1,1,0.487036,1,1.0,0.487036,False
orders_df.134,orders_df.244,0,0,1,1,0.487034,1,1.0,0.487034,False
orders_df.31,orders_df.392,0,0,2,1,0.487028,1,1.0,0.487028,False
CUST_HIST,orders_df.123,36,0,36,1,0.487027,1,1.0,0.487027,False
orders_df.289,orders_df.392,0,0,1,1,0.487017,1,1.0,0.487017,False
ORDERS.5,orders_df.313,0,0,2,1,0.487014,1,1.0,0.487014,False
ORDERS.289,ORDERS.5,0,0,1,1,0.487011,1,1.0,0.487011,False
ORDERS.134,orders_df.170,0,0,1,1,0.487009,1,1.0,0.487009,False
ORDERLINES,ORDERS.289,40,0,38,1,0.487001,1,1.0,0.487001,False
ORDERS.289,orders_df.73,0,0,1,1,0.486999,1,1.0,0.486999,False
orders_df,orders_df.264,72,0,36,1,0.486998,1,1.0,0.486998,False
ORDERS.264,orders_df.2,0,0,1,1,0.486997,1,1.0,0.486997,False
ORDERS.170,orders_df.123,0,0,1,1,0.486992,1,1.0,0.486992,False
ORDERS.73,orders_df.313,0,0,2,1,0.48699,1,1.0,0.48699,False
orders_df.34,orders_df.392,0,0,1,1,0.486987,1,1.0,0.486987,False
ORDERS.123,ORDERS.184,0,0,1,1,0.486984,1,1.0,0.486984,False
ORDERS.123,orders_df,0,72,36,1,0.486981,1,1.0,0.486981,False
ORDERS.34,orders_df.264,0,0,1,1,0.486975,1,1.0,0.486975,False
ORDERS.2,orders_df.264,0,0,1,1,0.486974,1,1.0,0.486974,False
orders_df.313,orders_df.392,0,0,2,1,0.486969,1,1.0,0.486969,False
ORDERS.134,orders_df.102,0,0,1,1,0.486965,1,1.0,0.486965,False
ORDERS.123,orders_df.170,0,0,1,1,0.486963,1,1.0,0.486963,False
ORDERS.31,orders_df.264,0,0,2,1,0.486963,1,1.0,0.486963,False
orders_df.111,orders_df.123,0,0,1,1,0.486956,1,1.0,0.486956,False
ORDERS.264,orders_df.31,0,0,2,1,0.486955,1,1.0,0.486955,False
ORDERS.102,orders_df.123,0,0,1,1,0.486955,1,1.0,0.486955,False
ORDERS.313,orders_df.73,0,0,2,1,0.486953,1,1.0,0.486953,False
orders_df.134,orders_df.264,0,0,1,1,0.486947,1,1.0,0.486947,False
ORDERLINES.1,ORDERS.170,0,0,2,1,0.486935,1,1.0,0.486935,False
ORDERS.111,ORDERS.31,0,0,2,1,0.486935,1,1.0,0.486935,False
orders_df.2,orders_df.362,0,0,1,1,0.486932,1,1.0,0.486932,False
orders_df.23,orders_df.392,0,0,1,1,0.486925,1,1.0,0.486925,False
ORDERLINES,orders_df.264,40,0,38,1,0.486924,1,1.0,0.486924,False
ORDERS.289,ORDERS.392,0,0,1,1,0.486919,1,1.0,0.486919,False
ORDERS.111,orders_df.134,0,0,1,1,0.486918,1,1.0,0.486918,False
ORDERS.123,orders_df.102,0,0,1,1,0.486918,1,1.0,0.486918,False
ORDERS.264,orders_df.34,0,0,1,1,0.486916,1,1.0,0.486916,False
ORDERS.111,orders_df.10,0,0,1,1,0.486915,1,1.0,0.486915,False
ORDERS.134,ORDERS.170,0,0,1,1,0.486912,1,1.0,0.486912,False
orders_df,orders_df.313,72,0,72,2,0.48691,2,1.0,0.48691,False
ORDERS.313,ORDERS.73,0,0,2,1,0.486904,1,1.0,0.486904,False
ORDERS.392,orders_df.31,0,0,2,1,0.486902,1,1.0,0.486902,False
orderlines_df,orders_df.184,40,0,38,1,0.486899,1,1.0,0.486899,False
ORDERLINES,orders_df.123,40,0,38,1,0.486898,1,1.0,0.486898,False
ORDERS.34,orders_df.392,0,0,1,1,0.486898,1,1.0,0.486898,False
CUST_HIST,ORDERS.123,36,0,36,1,0.486895,1,1.0,0.486895,False
ORDERS.313,ORDERS.5,0,0,2,1,0.486894,1,1.0,0.486894,False
ORDERS.289,orders_df.392,0,0,1,1,0.486892,1,1.0,0.486892,False
ORDERS.392,orders_df.289,0,0,1,1,0.486891,1,1.0,0.486891,False
INVENTORY,orders_df.339,3,0,3,1,0.486891,1,1.0,0.486891,False
ORDERS,orders_df.123,72,0,36,1,0.486889,1,1.0,0.486889,False
orders_df.392,orders_df.9,0,0,1,1,0.486888,1,1.0,0.486888,False
ORDERS.31,orders_df.392,0,0,2,1,0.486886,1,1.0,0.486886,False
ORDERS.10,orders_df.111,0,0,1,1,0.486884,1,1.0,0.486884,False
orderlines_df,orders_df.264,40,0,38,1,0.486878,1,1.0,0.486878,False
ORDERS.134,orders_df.111,0,0,1,1,0.486875,1,1.0,0.486875,False
ORDERS.102,ORDERS.134,0,0,1,1,0.486874,1,1.0,0.486874,False
ORDERLINES,orders_df.184,40,0,38,1,0.486868,1,1.0,0.486868,False
ORDERS.123,ORDERS.170,0,0,1,1,0.486867,1,1.0,0.486867,False
ORDERS.134,ORDERS.244,0,0,1,1,0.486867,1,1.0,0.486867,False
orders_df.123,orders_df.20,0,0,1,1,0.486862,1,1.0,0.486862,False
ORDERS.392,orders_df.34,0,0,1,1,0.486862,1,1.0,0.486862,False
orders_df.34,orders_df.362,0,0,1,1,0.486849,1,1.0,0.486849,False
ORDERS.264,orders_df,0,72,36,1,0.486848,1,1.0,0.486848,False
ORDERS.184,orderlines_df,0,40,38,1,0.486846,1,1.0,0.486846,False
ORDERS.313,orders_df.392,0,0,2,1,0.486846,1,1.0,0.486846,False
ORDERS.134,orders_df.244,0,0,1,1,0.486844,1,1.0,0.486844,False
ORDERS.392,orders_df.313,0,0,2,1,0.486844,1,1.0,0.486844,False
orders_df.123,orders_df.264,0,0,1,1,0.486841,1,1.0,0.486841,False
ORDERS.264,ORDERS.34,0,0,1,1,0.486833,1,1.0,0.486833,False
ORDERS.2,ORDERS.264,0,0,1,1,0.486832,1,1.0,0.486832,False
orders_df.313,orders_df.362,0,0,2,1,0.486831,1,1.0,0.486831,False
ORDERS.123,orders_df.111,0,0,1,1,0.486829,1,1.0,0.486829,False
ORDERS.102,ORDERS.123,0,0,1,1,0.486828,1,1.0,0.486828,False
ORDERS.313,orders_df,0,72,72,2,0.486823,2,1.0,0.486823,False
ORDERS.264,ORDERS.31,0,0,2,1,0.486821,1,1.0,0.486821,False
ORDERS.111,orders_df.123,0,0,1,1,0.486815,1,1.0,0.486815,False
ORDERLINES,ORDERS.184,40,0,38,1,0.486815,1,1.0,0.486815,False
orders_df.362,orders_df.8,0,0,2,1,0.486808,1,1.0,0.486808,False
ORDERS.362,orders_df.2,0,0,1,1,0.486805,1,1.0,0.486805,False
ORDERS.264,orders_df.134,0,0,1,1,0.486804,1,1.0,0.486804,False
ORDERS.392,orders_df.23,0,0,1,1,0.486802,1,1.0,0.486802,False
ORDERS,orders_df.264,72,0,36,1,0.486797,1,1.0,0.486797,False
orders_df.289,orders_df.8,0,0,2,1,0.486789,1,1.0,0.486789,False
ORDERLINES,ORDERS.264,40,0,38,1,0.486785,1,1.0,0.486785,False
