col_i,col_j,table_i,table_j,domain_i,domain_j,type_i,type_j,P_stat,P_name,P_sem,same_domain
customer.c_acctbal,customer.c_mktsegment,customer,customer,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",numeric,nominal,0.3689,0.166667,0.156297,1
customer.c_acctbal,customer.c_comment,customer,customer,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",numeric,nominal,0.62991,0.222222,0.103278,1
customer.c_acctbal,lineitem.l_orderkey,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,numeric,numeric,0.238771,0.1,0.102278,0
customer.c_acctbal,lineitem.l_partkey,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,numeric,numeric,0.12159,0.222222,0.099336,0
customer.c_acctbal,lineitem.l_suppkey,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,numeric,numeric,0.242325,0.111111,0.106773,0
customer.c_acctbal,lineitem.l_linenumber,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,numeric,numeric,0.238771,0.166667,0.093899,0
customer.c_acctbal,lineitem.l_quantity,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,numeric,numeric,0.253004,0.2,0.101647,0
customer.c_acctbal,lineitem.l_extendedprice,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,numeric,numeric,0.549747,0.066667,0.087878,0
customer.c_acctbal,lineitem.l_discount,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,numeric,numeric,0.199379,0.2,0.086894,0
customer.c_acctbal,lineitem.l_tax,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,numeric,numeric,0.191142,0.333333,0.100061,0
customer.c_acctbal,lineitem.l_returnflag,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,numeric,nominal,0.814203,0.166667,0.097728,0
customer.c_acctbal,lineitem.l_linestatus,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,numeric,nominal,1.181229,0.166667,0.105361,0
customer.c_acctbal,lineitem.l_shipdate,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,numeric,nominal,0.36348,0.2,0.09177,0
customer.c_acctbal,lineitem.l_commitdate,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,numeric,nominal,0.36348,0.25,0.081957,0
customer.c_acctbal,lineitem.l_receiptdate,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,numeric,nominal,0.36348,0.307692,0.080796,0
customer.c_acctbal,lineitem.l_shipinstruct,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,numeric,nominal,0.463363,0.142857,0.110766,0
customer.c_acctbal,lineitem.l_shipmode,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,numeric,nominal,0.39518,0.1,0.119508,0
customer.c_acctbal,lineitem.l_comment,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,numeric,nominal,0.290235,0.111111,0.065337,0
customer.c_acctbal,nation.n_nationkey,customer,nation,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Represents geographical regions and their respective nations in a business context.,numeric,numeric,0.169494,0.181818,0.079378,0
customer.c_acctbal,nation.n_name,customer,nation,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Represents geographical regions and their respective nations in a business context.,numeric,nominal,0.381599,0.111111,0.049848,0
customer.c_acctbal,nation.n_regionkey,customer,nation,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Represents geographical regions and their respective nations in a business context.,numeric,numeric,0.169494,0.090909,0.077864,0
customer.c_acctbal,nation.n_comment,customer,nation,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Represents geographical regions and their respective nations in a business context.,numeric,nominal,0.69664,0.111111,0.055357,0
customer.c_acctbal,orders.o_orderkey,customer,orders,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks customer orders, including details such as status, total price, date, priority, and associated clerk.",numeric,numeric,0.238771,0.1,0.108917,0
customer.c_acctbal,orders.o_custkey,customer,orders,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks customer orders, including details such as status, total price, date, priority, and associated clerk.",numeric,numeric,0.22902,0.222222,0.11074,0
customer.c_acctbal,orders.o_orderstatus,customer,orders,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks customer orders, including details such as status, total price, date, priority, and associated clerk.",numeric,nominal,0.814203,0.153846,0.10699,0
customer.c_acctbal,orders.o_totalprice,customer,orders,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks customer orders, including details such as status, total price, date, priority, and associated clerk.",numeric,numeric,1.647396,0.166667,0.097964,0
customer.c_acctbal,orders.o_orderdate,customer,orders,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks customer orders, including details such as status, total price, date, priority, and associated clerk.",numeric,nominal,0.36348,0.181818,0.091771,0
customer.c_acctbal,orders.o_orderpriority,customer,orders,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks customer orders, including details such as status, total price, date, priority, and associated clerk.",numeric,nominal,0.356955,0.066667,0.096468,0
customer.c_acctbal,orders.o_clerk,customer,orders,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks customer orders, including details such as status, total price, date, priority, and associated clerk.",numeric,nominal,0.328528,0.222222,0.096608,0
customer.c_acctbal,orders.o_shippriority,customer,orders,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks customer orders, including details such as status, total price, date, priority, and associated clerk.",numeric,nominal,1.955598,0.071429,0.115702,0
customer.c_acctbal,orders.o_comment,customer,orders,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks customer orders, including details such as status, total price, date, priority, and associated clerk.",numeric,nominal,0.488359,0.111111,0.077831,0
customer.c_acctbal,part.p_partkey,customer,part,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about various products and their attributes in a retail supply chain.,numeric,numeric,0.238771,0.222222,0.089397,0
customer.c_acctbal,part.p_name,customer,part,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about various products and their attributes in a retail supply chain.,numeric,nominal,0.339089,0.111111,0.052554,0
customer.c_acctbal,part.p_mfgr,customer,part,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about various products and their attributes in a retail supply chain.,numeric,nominal,0.335518,0.111111,0.078384,0
customer.c_acctbal,part.p_brand,customer,part,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about various products and their attributes in a retail supply chain.,numeric,nominal,0.377461,0.111111,0.068087,0
customer.c_acctbal,part.p_type,customer,part,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about various products and their attributes in a retail supply chain.,numeric,nominal,0.294089,0.222222,0.071049,0
customer.c_acctbal,part.p_size,customer,part,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about various products and their attributes in a retail supply chain.,numeric,numeric,0.201965,0.111111,0.091126,0
customer.c_acctbal,part.p_container,customer,part,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about various products and their attributes in a retail supply chain.,numeric,nominal,0.376735,0.181818,0.090159,0
customer.c_acctbal,part.p_retailprice,customer,part,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about various products and their attributes in a retail supply chain.,numeric,numeric,0.378329,0.153846,0.090935,0
customer.c_acctbal,part.p_comment,customer,part,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about various products and their attributes in a retail supply chain.,numeric,nominal,0.316996,0.111111,0.064143,0
customer.c_acctbal,partsupp.ps_partkey,customer,partsupp,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks relationships between parts and suppliers, including quantity available and supply cost.",numeric,numeric,0.238771,0.2,0.097931,0
customer.c_acctbal,partsupp.ps_suppkey,customer,partsupp,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks relationships between parts and suppliers, including quantity available and supply cost.",numeric,numeric,0.11259,0.1,0.099718,0
customer.c_acctbal,partsupp.ps_availqty,customer,partsupp,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks relationships between parts and suppliers, including quantity available and supply cost.",numeric,numeric,0.252493,0.181818,0.097725,0
customer.c_acctbal,partsupp.ps_supplycost,customer,partsupp,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks relationships between parts and suppliers, including quantity available and supply cost.",numeric,numeric,0.234529,0.076923,0.093107,0
customer.c_acctbal,partsupp.ps_comment,customer,partsupp,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks relationships between parts and suppliers, including quantity available and supply cost.",numeric,nominal,1.166331,0.1,0.049419,0
customer.c_acctbal,region.r_regionkey,customer,region,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Captures geographical regions and their associated names and comments in a business context.,numeric,numeric,0.169494,0.090909,0.077966,0
customer.c_acctbal,region.r_name,customer,region,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Captures geographical regions and their associated names and comments in a business context.,numeric,nominal,0.376304,0.111111,0.054863,0
customer.c_acctbal,region.r_comment,customer,region,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Captures geographical regions and their associated names and comments in a business context.,numeric,nominal,0.692277,0.111111,0.049078,0
customer.c_acctbal,supplier.s_suppkey,customer,supplier,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about suppliers in a business context.,numeric,numeric,0.238771,0.111111,0.100059,0
customer.c_acctbal,supplier.s_name,customer,supplier,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about suppliers in a business context.,numeric,nominal,0.317271,0.111111,0.067635,0
customer.c_acctbal,supplier.s_address,customer,supplier,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about suppliers in a business context.,numeric,nominal,0.270037,0.222222,0.070717,0
customer.c_acctbal,supplier.s_nationkey,customer,supplier,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about suppliers in a business context.,numeric,numeric,0.196889,0.181818,0.09565,0
customer.c_acctbal,supplier.s_phone,customer,supplier,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about suppliers in a business context.,numeric,nominal,0.328528,0.111111,0.08358,0
customer.c_acctbal,supplier.s_acctbal,customer,supplier,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about suppliers in a business context.,numeric,numeric,0.181708,0.888889,0.095922,0
customer.c_acctbal,supplier.s_comment,customer,supplier,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about suppliers in a business context.,numeric,nominal,0.396314,0.111111,0.063891,0
customer.c_mktsegment,customer.c_comment,customer,customer,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",nominal,nominal,0.498536,0.5,0.137827,1
customer.c_mktsegment,lineitem.l_orderkey,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,nominal,numeric,0.27759,0.25,0.113305,0
customer.c_mktsegment,lineitem.l_partkey,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,nominal,numeric,0.318009,0.166667,0.109363,0
customer.c_mktsegment,lineitem.l_suppkey,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,nominal,numeric,0.281144,0.166667,0.114873,0
customer.c_mktsegment,lineitem.l_linenumber,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,nominal,numeric,0.27759,0.166667,0.104022,0
customer.c_mktsegment,lineitem.l_quantity,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,nominal,numeric,0.291822,0.083333,0.109603,0
customer.c_mktsegment,lineitem.l_extendedprice,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,nominal,numeric,0.52021,0.2,0.089937,0
customer.c_mktsegment,lineitem.l_discount,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,nominal,numeric,0.259032,0.333333,0.092018,0
customer.c_mktsegment,lineitem.l_tax,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,nominal,numeric,0.267269,0.166667,0.094278,0
customer.c_mktsegment,lineitem.l_returnflag,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,nominal,nominal,0.547139,0.166667,0.121534,0
customer.c_mktsegment,lineitem.l_linestatus,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,nominal,nominal,0.914165,0.083333,0.111734,0
customer.c_mktsegment,lineitem.l_shipdate,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,nominal,nominal,0.012713,0.166667,0.101664,0
customer.c_mktsegment,lineitem.l_commitdate,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,nominal,nominal,0.012713,0.083333,0.08679,0
customer.c_mktsegment,lineitem.l_receiptdate,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,nominal,nominal,0.012713,0.153846,0.095047,0
customer.c_mktsegment,lineitem.l_shipinstruct,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,nominal,nominal,0.280721,0.142857,0.122709,0
customer.c_mktsegment,lineitem.l_shipmode,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,nominal,nominal,0.036244,0.166667,0.132392,0
customer.c_mktsegment,lineitem.l_comment,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,nominal,nominal,0.144338,0.416667,0.077577,0
customer.c_mktsegment,nation.n_nationkey,customer,nation,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Represents geographical regions and their respective nations in a business context.,nominal,numeric,0.288868,0.25,0.087936,0
customer.c_mktsegment,nation.n_name,customer,nation,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Represents geographical regions and their respective nations in a business context.,nominal,nominal,0.021047,0.25,0.065333,0
customer.c_mktsegment,nation.n_regionkey,customer,nation,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Represents geographical regions and their respective nations in a business context.,nominal,numeric,0.288868,0.166667,0.089055,0
customer.c_mktsegment,nation.n_comment,customer,nation,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Represents geographical regions and their respective nations in a business context.,nominal,nominal,0.565265,0.416667,0.064946,0
customer.c_mktsegment,orders.o_orderkey,customer,orders,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks customer orders, including details such as status, total price, date, priority, and associated clerk.",nominal,numeric,0.27759,0.25,0.122656,0
customer.c_mktsegment,orders.o_custkey,customer,orders,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks customer orders, including details such as status, total price, date, priority, and associated clerk.",nominal,numeric,0.263952,0.25,0.147785,0
customer.c_mktsegment,orders.o_orderstatus,customer,orders,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks customer orders, including details such as status, total price, date, priority, and associated clerk.",nominal,nominal,0.547139,0.153846,0.111492,0
customer.c_mktsegment,orders.o_totalprice,customer,orders,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks customer orders, including details such as status, total price, date, priority, and associated clerk.",nominal,numeric,1.617858,0.166667,0.097949,0
customer.c_mktsegment,orders.o_orderdate,customer,orders,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks customer orders, including details such as status, total price, date, priority, and associated clerk.",nominal,nominal,0.012713,0.166667,0.093542,0
customer.c_mktsegment,orders.o_orderpriority,customer,orders,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks customer orders, including details such as status, total price, date, priority, and associated clerk.",nominal,nominal,0.035474,0.133333,0.107412,0
customer.c_mktsegment,orders.o_clerk,customer,orders,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks customer orders, including details such as status, total price, date, priority, and associated clerk.",nominal,nominal,0.047665,0.166667,0.128926,0
customer.c_mktsegment,orders.o_shippriority,customer,orders,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks customer orders, including details such as status, total price, date, priority, and associated clerk.",nominal,nominal,1.688534,0.142857,0.128176,0
customer.c_mktsegment,orders.o_comment,customer,orders,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks customer orders, including details such as status, total price, date, priority, and associated clerk.",nominal,nominal,0.356985,0.416667,0.090219,0
customer.c_mktsegment,part.p_partkey,customer,part,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about various products and their attributes in a retail supply chain.,nominal,numeric,0.27759,0.166667,0.0992,0
customer.c_mktsegment,part.p_name,customer,part,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about various products and their attributes in a retail supply chain.,nominal,nominal,0.187527,0.25,0.062326,0
customer.c_mktsegment,part.p_mfgr,customer,part,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about various products and their attributes in a retail supply chain.,nominal,nominal,0.040674,0.25,0.092185,0
customer.c_mktsegment,part.p_brand,customer,part,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about various products and their attributes in a retail supply chain.,nominal,nominal,0.00856,0.166667,0.090864,0
customer.c_mktsegment,part.p_type,customer,part,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about various products and their attributes in a retail supply chain.,nominal,nominal,0.084525,0.25,0.080469,0
customer.c_mktsegment,part.p_size,customer,part,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about various products and their attributes in a retail supply chain.,nominal,numeric,0.256169,0.25,0.10095,0
customer.c_mktsegment,part.p_container,customer,part,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about various products and their attributes in a retail supply chain.,nominal,nominal,0.013989,0.166667,0.09988,0
customer.c_mktsegment,part.p_retailprice,customer,part,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about various products and their attributes in a retail supply chain.,nominal,numeric,0.404951,0.153846,0.092346,0
customer.c_mktsegment,part.p_comment,customer,part,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about various products and their attributes in a retail supply chain.,nominal,nominal,0.051905,0.416667,0.084297,0
customer.c_mktsegment,partsupp.ps_partkey,customer,partsupp,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks relationships between parts and suppliers, including quantity available and supply cost.",nominal,numeric,0.27759,0.083333,0.10849,0
customer.c_mktsegment,partsupp.ps_suppkey,customer,partsupp,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks relationships between parts and suppliers, including quantity available and supply cost.",nominal,numeric,0.344843,0.083333,0.110469,0
customer.c_mktsegment,partsupp.ps_availqty,customer,partsupp,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks relationships between parts and suppliers, including quantity available and supply cost.",nominal,numeric,0.23959,0.0,0.108261,0
customer.c_mktsegment,partsupp.ps_supplycost,customer,partsupp,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks relationships between parts and suppliers, including quantity available and supply cost.",nominal,numeric,0.269976,0.153846,0.102049,0
customer.c_mktsegment,partsupp.ps_comment,customer,partsupp,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks relationships between parts and suppliers, including quantity available and supply cost.",nominal,nominal,1.034957,0.333333,0.056041,0
customer.c_mktsegment,region.r_regionkey,customer,region,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Captures geographical regions and their associated names and comments in a business context.,nominal,numeric,0.288868,0.166667,0.098502,0
customer.c_mktsegment,region.r_name,customer,region,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Captures geographical regions and their associated names and comments in a business context.,nominal,nominal,0.02968,0.25,0.086562,0
customer.c_mktsegment,region.r_comment,customer,region,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Captures geographical regions and their associated names and comments in a business context.,nominal,nominal,0.560903,0.416667,0.062179,0
customer.c_mktsegment,supplier.s_suppkey,customer,supplier,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about suppliers in a business context.,nominal,numeric,0.27759,0.166667,0.110847,0
customer.c_mktsegment,supplier.s_name,customer,supplier,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about suppliers in a business context.,nominal,nominal,0.068636,0.25,0.0895,0
customer.c_mktsegment,supplier.s_address,customer,supplier,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about suppliers in a business context.,nominal,nominal,0.138662,0.166667,0.078341,0
customer.c_mktsegment,supplier.s_nationkey,customer,supplier,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about suppliers in a business context.,nominal,numeric,0.261289,0.25,0.105963,0
customer.c_mktsegment,supplier.s_phone,customer,supplier,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about suppliers in a business context.,nominal,nominal,0.047665,0.166667,0.11154,0
customer.c_mktsegment,supplier.s_acctbal,customer,supplier,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about suppliers in a business context.,nominal,numeric,0.213811,0.083333,0.114229,0
customer.c_mktsegment,supplier.s_comment,customer,supplier,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about suppliers in a business context.,nominal,nominal,0.26494,0.416667,0.080927,0
customer.c_comment,lineitem.l_orderkey,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,nominal,numeric,0.5386,0.2,0.075802,0
customer.c_comment,lineitem.l_partkey,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,nominal,numeric,0.579019,0.111111,0.073164,0
customer.c_comment,lineitem.l_suppkey,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,nominal,numeric,0.542154,0.111111,0.07685,0
customer.c_comment,lineitem.l_linenumber,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,nominal,numeric,0.5386,0.166667,0.069591,0
customer.c_comment,lineitem.l_quantity,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,nominal,numeric,0.552832,0.2,0.073325,0
customer.c_comment,lineitem.l_extendedprice,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,nominal,numeric,0.781219,0.133333,0.056851,0
customer.c_comment,lineitem.l_discount,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,nominal,numeric,0.520042,0.3,0.059778,0
customer.c_comment,lineitem.l_tax,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,nominal,numeric,0.528279,0.111111,0.054609,0
customer.c_comment,lineitem.l_returnflag,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,nominal,nominal,1.045675,0.166667,0.080307,0
customer.c_comment,lineitem.l_linestatus,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,nominal,nominal,1.412701,0.166667,0.07475,0
customer.c_comment,lineitem.l_shipdate,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,nominal,nominal,0.493115,0.2,0.068014,0
customer.c_comment,lineitem.l_commitdate,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,nominal,nominal,0.493115,0.5,0.055505,0
customer.c_comment,lineitem.l_receiptdate,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,nominal,nominal,0.493115,0.230769,0.062805,0
customer.c_comment,lineitem.l_shipinstruct,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,nominal,nominal,0.694835,0.214286,0.082092,0
customer.c_comment,lineitem.l_shipmode,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,nominal,nominal,0.524815,0.2,0.088571,0
