CityID,CityName,StateProvinceID,Location,LatestRecordedPopulation,LastEditedBy,ValidFrom,ValidTo
5421,Carpendale,51,POINT (-78.783738 39.633208),977,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5422,Carpenter,16,POINT (-93.0149196 43.4149647),109,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5423,Carpenter,53,POINT (-104.366623 41.0455384),94,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5424,Carpenter,25,POINT (-90.6803776 32.0340444),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5425,Carpenter,43,POINT (-97.9167552 44.6374734),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5426,Carpenter,37,POINT (-99.3955449885 35.5342742006),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5427,Carpentersville,14,POINT (-88.2578582 42.1211364),37691,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5428,Carpenterville,38,POINT (-124.339546 42.2201106),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5429,Carpinteria,5,POINT (-119.5184564 34.3988838),13040,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5430,Carpio,35,POINT (-101.7146064 48.4425171),157,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5431,Carr,6,POINT (-104.8749699 40.8960939),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5432,Carrabassett,20,POINT (-70.2120112 45.0778332),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5433,Carrabelle,10,POINT (-84.664348 29.8532645),2778,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5434,Carrboro,34,POINT (-79.0752895 35.9101438),19582,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5435,Carrier,37,POINT (-98.0460675885 36.4809243006),85,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5436,Carrier Mills,14,POINT (-88.6328326 37.6842156),1653,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5437,Carriere,25,POINT (-89.6525648 30.6168569),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5438,Carrington,35,POINT (-99.1262234 47.4497201),2065,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5439,Carrizales,40,POINT (-66.7898983 18.4818891),2738,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5440,Carrizo,3,POINT (-110.2887199 33.9939364),127,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5441,Carrizo Springs,45,POINT (-99.8606107 28.5219292),5368,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5442,Carrizozo,32,POINT (-105.877212 33.6417408),996,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5443,Carroll,30,POINT (-71.540637 44.298396),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5444,Carroll,16,POINT (-94.8669304 42.0658184),10103,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5445,Carroll,36,POINT (-82.7010016 39.7989528),524,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5446,Carroll,28,POINT (-97.1892171 42.2761129),229,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5447,Carroll Valley,39,POINT (-77.3830435 39.7492622),3876,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5448,Carrolls,50,POINT (-122.8623306 46.0715022),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5449,Carrollton,23,POINT (-83.9302513 43.4586362),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5450,Carrollton,33,POINT (-78.651695 42.1083969),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5451,Carrollton,49,POINT (-76.5605078 36.9468152),4574,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5452,Carrollton,14,POINT (-90.4070632 39.3022693),2484,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5453,Carrollton,26,POINT (-93.4957675 39.3583539),3784,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5454,Carrollton,36,POINT (-81.0856532 40.5728404),3241,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5455,Carrollton,18,POINT (-85.1793979 38.6808958),3938,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5456,Carrollton,11,POINT (-85.0766113 33.5801103),24388,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5457,Carrollton,1,POINT (-88.0950263 33.2617871),1019,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5458,Carrollton,25,POINT (-89.9203608 33.5081773),190,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5459,Carrollton,45,POINT (-96.8902816 32.9537349),119097,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5460,Carrollton Manor,21,POINT (-76.5835755 39.0764988),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5461,Carrolltown,39,POINT (-78.7086346 40.6028465),853,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5462,Carrothers,36,POINT (-82.9221308 40.9981117),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5463,Carrsville,49,POINT (-76.8260701 36.7118171),359,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5464,Carrsville,18,POINT (-88.3747603 37.3975518),50,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5465,Carsins,21,POINT (-76.2124548 39.5373313),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5466,Carson,32,POINT (-105.7652927 36.3644667),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5467,Carson,5,POINT (-118.2820165 33.8314058),91714,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5468,Carson,50,POINT (-121.8192443 45.7253947),2279,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5469,Carson,35,POINT (-101.5648653 46.4177836),293,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5470,Carson,16,POINT (-95.4180561 41.2366607),812,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5471,Carson City,29,POINT (-119.7674034 39.1637984),55274,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5472,Carson City,23,POINT (-84.8463945 43.1769772),1093,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5473,Carsonville,23,POINT (-82.6713183 43.4269667),527,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5474,Carsonville,11,POINT (-84.2896389 32.7131947),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5475,Carta Valley,45,POINT (-100.6748151 29.7935494),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5476,Cartago,5,POINT (-118.0264725 36.3207709),92,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5477,Carter,53,POINT (-110.4284946 41.4377278),10,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5478,Carter,27,POINT (-110.9563375 47.7810776),58,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5479,Carter,44,POINT (-82.0804034 36.412891),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5480,Carter,52,POINT (-88.6278864 45.3907999),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5481,Carter,25,POINT (-90.4492577 32.9890179),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5482,Carter,43,POINT (-100.202629 43.3872233),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5483,Carter,18,POINT (-83.1207313 38.4289683),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5484,Carter,37,POINT (-99.5294295885 35.2228883006),256,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5485,Carter Lake,16,POINT (-95.9180689 41.2905534),3785,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5486,Carteret,31,POINT (-74.2282005 40.5773266),22844,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5487,Cartersville,11,POINT (-84.7999383 34.1650972),19731,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5488,Cartersville,49,POINT (-78.0883328 37.6673685),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5489,Carterville,26,POINT (-94.4430032 37.1492253),1891,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5490,Carterville,14,POINT (-89.0772991 37.7600501),5496,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5491,Carthage,26,POINT (-94.3102228 37.176447),14378,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5492,Carthage,15,POINT (-85.5719189 39.7383781),927,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5493,Carthage,14,POINT (-91.1362537 40.416433),2605,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5494,Carthage,43,POINT (-97.7164663 44.1710853),144,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5495,Carthage,33,POINT (-75.6093591 43.9781236),3747,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5496,Carthage,4,POINT (-92.5554359 34.0750994),343,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5497,Carthage,45,POINT (-94.3374199 32.1573841),6779,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5498,Carthage,44,POINT (-85.951654 36.2522766),2306,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5499,Carthage,34,POINT (-79.4169711 35.3459867),2205,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5500,Carthage,25,POINT (-89.5361825 32.7326356),5075,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5501,Carthage,18,POINT (-84.3071593 38.9356203),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5502,Carthage,32,POINT (-106.65946 33.8834005),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5503,Carthage,20,POINT (-70.4731206 44.6242284),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5504,Cartwright,37,POINT (-96.5857210885 33.8568267006),609,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5505,Cartwright,35,POINT (-103.9263173 47.8597415),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5506,Caruthers,5,POINT (-119.8331965 36.5427271),2497,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5507,Caruthersville,26,POINT (-89.6556353 36.1931245),6168,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5508,Carver,24,POINT (-93.625791 44.7635738),3724,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5509,Carver,18,POINT (-83.0501692 37.6412051),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5510,Carver,22,POINT (-70.7625376 41.8834363),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5511,Carville,19,POINT (-91.0962145 30.2174184),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5512,Cary,34,POINT (-78.7811169 35.79154),135234,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5513,Cary,25,POINT (-90.9267694 32.8059635),313,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5514,Cary,14,POINT (-88.2381381 42.2119684),18271,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5515,Carytown,26,POINT (-94.3093911 37.2661665),271,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5516,Caryville,44,POINT (-84.2232612 36.2989682),2297,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5517,Caryville,10,POINT (-85.8140997 30.7732441),411,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5518,Caryville,22,POINT (-71.4478383 42.1334304),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5519,Caryville,52,POINT (-91.6746108 44.7513498),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5520,Casa,4,POINT (-93.047674 35.0228667),171,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5521,Casa Blanca,32,POINT (-107.4714367 35.0455986),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5522,Casa Blanca,3,POINT (-111.8881936 33.1203303),1388,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5523,Casa Colorada,32,POINT (-106.7491927 34.5739503),272,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5524,Casa Conejo,5,POINT (-118.9434316 34.1836165),3249,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5525,Casa de Oro,5,POINT (-116.98086 32.7489409),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5526,Casa Grande,3,POINT (-111.7573521 32.8795022),48571,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5527,Casa Piedra,45,POINT (-104.0540851 29.7385099),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5528,Casar,34,POINT (-81.6173159 35.5123517),297,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5529,Casas Adobes,3,POINT (-110.9950966 32.3234078),66795,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5530,Cascade,13,POINT (-116.0417983 44.5162821),939,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5531,Cascade,16,POINT (-91.0148618 42.2986159),2159,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5532,Cascade,52,POINT (-88.0070381 43.6583291),709,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5533,Cascade,6,POINT (-104.9722013 38.8966566),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5534,Cascade,27,POINT (-111.7005374 47.2710609),685,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5535,Cascade Locks,38,POINT (-121.8906354 45.6698392),1144,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5536,Cascades,49,POINT (-77.3873019 39.0465113),11912,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5537,Cascadia,38,POINT (-122.481748 44.3973477),147,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5538,Casco,20,POINT (-70.5228358 44.0067388),587,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5539,Casco,52,POINT (-87.6181461 44.5577747),583,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5540,Caselton,29,POINT (-114.4852707 37.9191297),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5541,Caseville,23,POINT (-83.2713468 43.9411253),777,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5542,Casey,16,POINT (-94.5194149 41.5049873),426,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5543,Casey,14,POINT (-87.9925339 39.2992037),2769,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5544,Caseyville,14,POINT (-90.0256606 38.6367162),4245,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5545,Cash,4,POINT (-90.9365081 35.7942424),342,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5546,Cash,45,POINT (-96.1080288 32.9945631),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5547,Cashel,35,POINT (-97.2986861 48.4847089),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5548,Cashiers,34,POINT (-83.0965344 35.1056487),157,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5549,Cashion,3,POINT (-112.2979334 33.4353203),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5550,Cashion,37,POINT (-97.7024403885 35.8020499006),802,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5551,Cashion Community,45,POINT (-98.5000546 34.0356505),348,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5552,Cashmere,50,POINT (-120.4698024 47.5223465),3063,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5553,Cashton,52,POINT (-90.7792984 43.7419143),1102,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5554,Cashtown,39,POINT (-77.3594303 39.884538),459,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5555,Casitas Springs,5,POINT (-119.3065023 34.3713862),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5556,Casky,18,POINT (-87.4322298 36.8169896),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5557,Casmalia,5,POINT (-120.5312785 34.8380355),138,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5558,Casnovia,23,POINT (-85.7906006 43.2347449),319,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5559,Cason,45,POINT (-94.8149313 33.038736),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5560,Caspar,5,POINT (-123.8158488 39.3635049),509,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5561,Casper,53,POINT (-106.327324537 42.8433116998),55316,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5562,Caspian,23,POINT (-88.6315207 46.0641218),906,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5563,Caspiana,19,POINT (-93.5562871 32.289046),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5564,Cass,51,POINT (-79.9147826 38.396785),52,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5565,Cass,4,POINT (-93.8193612 35.6875812),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5566,Cass City,23,POINT (-83.1746693 43.6008515),2428,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5567,Cass Lake,24,POINT (-94.60415 47.3793982),770,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5568,Cassa,53,POINT (-104.9499703 42.4160802),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5569,Cassadaga,10,POINT (-81.235894 28.9663755),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5570,Cassadaga,33,POINT (-79.309489 42.3442247),634,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5571,Cassandra,39,POINT (-78.6405738 40.4086841),147,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5572,Cassatt,42,POINT (-80.4359071 34.3645986),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5573,Casscoe,4,POINT (-91.3259569 34.5256534),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5574,Cassel,5,POINT (-121.5477609 40.9190499),207,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5575,Casselberry,10,POINT (-81.3278455 28.677775),26241,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5576,Casselman,39,POINT (-79.2114197 39.8856332),94,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5577,Casselton,35,POINT (-97.2111999 46.9005292),2329,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5578,Cassoday,17,POINT (-96.6391836 38.0389075),129,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5579,Cassopolis,23,POINT (-86.0100069 41.911713399999996),1774,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5580,Casstown,36,POINT (-84.1296629 40.0519994),267,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5581,Cassville,51,POINT (-80.0636782 39.6656362),701,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5582,Cassville,26,POINT (-93.868811 36.6770111),3266,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5583,Cassville,39,POINT (-78.0269473 40.2931336),143,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5584,Cassville,52,POINT (-90.9906836 42.7144374),947,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5585,Cassville,33,POINT (-75.2543302 42.9459036),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5586,Cassville,31,POINT (-74.3865379 40.1045583),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5587,Castaic,5,POINT (-118.6228656 34.4888822),19015,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5588,Castalia,16,POINT (-91.6762624 43.1119219),173,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5589,Castalia,36,POINT (-82.8085204 41.4000523),852,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5590,Castalia,34,POINT (-78.0574884 36.0818186),268,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5591,Castalian Springs,44,POINT (-86.3080463 36.3936587),556,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5592,Castana,16,POINT (-95.9086206 42.0744332),147,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5593,Castanea,39,POINT (-77.4297035 41.1247913),1125,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5594,Castaneda,37,POINT (-102.545082688 36.8850799006),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5595,Castella,5,POINT (-122.3177877 41.1384854),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5596,Castile,33,POINT (-78.0544514 42.6289515),1015,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5597,Castine,36,POINT (-84.6243989 39.9317169),130,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5598,Castine,20,POINT (-68.7997522 44.3878547),1029,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5599,Castle,37,POINT (-96.4060135885 35.4784719006),106,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5600,Castle Dale,46,POINT (-111.019613 39.212192),1630,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5601,Castle Danger,24,POINT (-91.5032301 47.1207617),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5602,Castle Hayne,34,POINT (-77.8999864 34.3557241),1202,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5603,Castle Hills,45,POINT (-98.5164071 29.5232851),4116,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5604,Castle Park,5,POINT (-117.0675278 32.6103329),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5605,Castle Pines,6,POINT (-104.8960911 39.4580448),10360,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5606,Castle Point,26,POINT (-90.2481675 38.7581059),3962,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5607,Castle Rock,50,POINT (-122.9076141 46.2751111),1982,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5608,Castle Rock,6,POINT (-104.8560902 39.3722121),48231,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5609,Castle Rock,43,POINT (-103.4243538 44.9644342),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5610,Castle Shannon,39,POINT (-80.0222753 40.3647917),8316,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5611,Castle Valley,46,POINT (-109.4090056 38.6394278),319,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5612,Castleberry,1,POINT (-87.0224721 31.2990599),583,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5613,Castleford,13,POINT (-114.8683872 42.520739),226,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5614,Castleton,47,POINT (-73.179832 43.6106224),1485,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5615,Castleton,15,POINT (-86.0522071 39.9069833),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5616,Castleton,17,POINT (-97.9692213 37.8677904),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5617,Castleton-on-Hudson,33,POINT (-73.7512325 42.5184143),1473,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5618,Castlewood,43,POINT (-97.0300678 44.7227424),627,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5619,Castlewood,49,POINT (-82.2795854 36.8901047),2045,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5620,Castolon,45,POINT (-103.5143474 29.133258),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5621,Castor,45,POINT (-98.5103182 31.3690532),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5622,Castor,19,POINT (-93.1657218 32.2532134),258,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5623,Castorland,33,POINT (-75.5112979 43.8884026),351,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5624,Castro Valley,5,POINT (-122.0863522 37.6940973),61388,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5625,Castroville,5,POINT (-121.758005 36.7657904),6481,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5626,Castroville,45,POINT (-98.8786387 29.3557903),2680,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5627,Caswell Beach,34,POINT (-78.051102 33.8960076),398,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5628,Cat Creek,27,POINT (-108.0062267 47.0652641),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5629,Cat Spring,45,POINT (-96.3257991 29.8455074),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5630,Catahoula,19,POINT (-91.7090023 30.2146431),1094,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5631,Catalina,3,POINT (-110.9211111 32.5055556),7569,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5632,Catalina Foothills,3,POINT (-110.9187037 32.297853),50796,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5633,Cataño,40,POINT (-66.1182218 18.4413351),28140,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5634,Cataract,52,POINT (-90.8423591 44.0877413),186,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5635,Cataract,15,POINT (-86.816397 39.4275453),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5636,Catarina,45,POINT (-99.6133788 28.3455475),118,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5637,Catasauqua,39,POINT (-75.4746273 40.6548191),6436,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5638,Cataula,11,POINT (-84.8685418 32.655414),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5639,Catawba,42,POINT (-80.9111862 34.8529233),1343,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5640,Catawba,52,POINT (-90.5298697 45.5363557),110,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5641,Catawba,34,POINT (-81.0756345 35.7073558),603,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5642,Catawba,36,POINT (-83.6215913 39.999227),272,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5643,Catawba Island,36,POINT (-82.836855 41.5853278),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5644,Catawissa,39,POINT (-76.45967 40.9520312),1552,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5645,Catesby,37,POINT (-99.9866879885 36.4970385006),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5646,Catharine,33,POINT (-76.7846764 42.312852),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5647,Catharine,17,POINT (-99.216766 38.9272337),104,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5648,Cathay,35,POINT (-99.4090075 47.5533328),43,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5649,Cathcart,50,POINT (-122.099294 47.847876),2458,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
5650,Cathedral,6,POINT (-107.0339372 38.0958289),14,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
