col_i,col_j,table_i,table_j,P_stat,P_stat_norm,P_name,P_sem,Sim_attr
customer.c_phone,partsupp.ps_comment,customer,partsupp,0.994585,0.310366,0.200000,0.039402,0.420335
customer.c_phone,region.r_regionkey,customer,region,0.248495,0.077544,0.363636,0.061343,0.615105
customer.c_phone,region.r_name,customer,region,0.074470,0.023239,0.285714,0.051478,0.596685
customer.c_phone,region.r_comment,customer,region,0.520530,0.162434,0.222222,0.043126,0.499127
customer.c_phone,supplier.s_suppkey,customer,supplier,0.237217,0.074025,0.222222,0.078259,0.538911
customer.c_phone,supplier.s_name,customer,supplier,0.020971,0.006544,0.285714,0.062927,0.604198
customer.c_phone,supplier.s_address,customer,supplier,0.098290,0.030672,0.222222,0.055310,0.558420
customer.c_phone,supplier.s_nationkey,customer,supplier,0.220917,0.068938,0.363636,0.074811,0.618978
customer.c_phone,supplier.s_phone,customer,supplier,0.000000,0.000000,0.857143,0.078423,0.921429
customer.c_phone,supplier.s_acctbal,customer,supplier,0.173438,0.054122,0.111111,0.080314,0.486756
customer.c_phone,supplier.s_comment,customer,supplier,0.224567,0.070077,0.222222,0.056900,0.540687
customer.c_acctbal,customer.c_mktsegment,customer,customer,0.368900,0.115117,0.166667,0.156297,0.489864
customer.c_acctbal,customer.c_comment,customer,customer,0.629910,0.196567,0.222222,0.103278,0.483767
customer.c_acctbal,lineitem.l_orderkey,customer,lineitem,0.238771,0.074510,0.100000,0.102278,0.471471
customer.c_acctbal,lineitem.l_partkey,customer,lineitem,0.121590,0.037943,0.222222,0.099336,0.555148
customer.c_acctbal,lineitem.l_suppkey,customer,lineitem,0.242325,0.075619,0.111111,0.106773,0.477083
customer.c_acctbal,lineitem.l_linenumber,customer,lineitem,0.238771,0.074510,0.166667,0.093899,0.508137
customer.c_acctbal,lineitem.l_quantity,customer,lineitem,0.253004,0.078951,0.200000,0.101647,0.524472
customer.c_acctbal,lineitem.l_extendedprice,customer,lineitem,0.549747,0.171552,0.066667,0.087878,0.409469
customer.c_acctbal,lineitem.l_discount,customer,lineitem,0.199379,0.062217,0.200000,0.086894,0.532002
customer.c_acctbal,lineitem.l_tax,customer,lineitem,0.191142,0.059647,0.333333,0.100061,0.606492
customer.c_acctbal,lineitem.l_returnflag,customer,lineitem,0.814203,0.254077,0.166667,0.097728,0.427332
customer.c_acctbal,lineitem.l_linestatus,customer,lineitem,1.181229,0.368609,0.166667,0.105361,0.375793
customer.c_acctbal,lineitem.l_shipdate,customer,lineitem,0.363480,0.113426,0.200000,0.091770,0.508958
customer.c_acctbal,lineitem.l_commitdate,customer,lineitem,0.363480,0.113426,0.250000,0.081957,0.536458
customer.c_acctbal,lineitem.l_receiptdate,customer,lineitem,0.363480,0.113426,0.307692,0.080796,0.568189
customer.c_acctbal,lineitem.l_shipinstruct,customer,lineitem,0.463363,0.144595,0.142857,0.110766,0.463504
customer.c_acctbal,lineitem.l_shipmode,customer,lineitem,0.395180,0.123318,0.100000,0.119508,0.449507
customer.c_acctbal,lineitem.l_comment,customer,lineitem,0.290235,0.090569,0.111111,0.065337,0.470355
customer.c_acctbal,nation.n_nationkey,customer,nation,0.169494,0.052892,0.181818,0.079378,0.526199
customer.c_acctbal,nation.n_name,customer,nation,0.381599,0.119080,0.111111,0.049848,0.457525
customer.c_acctbal,nation.n_regionkey,customer,nation,0.169494,0.052892,0.090909,0.077864,0.476199
customer.c_acctbal,nation.n_comment,customer,nation,0.696640,0.217390,0.111111,0.055357,0.413285
customer.c_acctbal,orders.o_orderkey,customer,orders,0.238771,0.074510,0.100000,0.108917,0.471471
customer.c_acctbal,orders.o_custkey,customer,orders,0.229020,0.071467,0.222222,0.110740,0.540062
customer.c_acctbal,orders.o_orderstatus,customer,orders,0.814203,0.254077,0.153846,0.106990,0.420281
customer.c_acctbal,orders.o_totalprice,customer,orders,1.647396,0.514079,0.166667,0.097964,0.310331
customer.c_acctbal,orders.o_orderdate,customer,orders,0.363480,0.113426,0.181818,0.091771,0.498958
customer.c_acctbal,orders.o_orderpriority,customer,orders,0.356955,0.111390,0.066667,0.096468,0.436541
customer.c_acctbal,orders.o_clerk,customer,orders,0.328528,0.102519,0.222222,0.096608,0.526089
customer.c_acctbal,orders.o_shippriority,customer,orders,1.955598,0.610256,0.071429,0.115702,0.214671
customer.c_acctbal,orders.o_comment,customer,orders,0.488359,0.152395,0.111111,0.077831,0.442533
customer.c_acctbal,part.p_partkey,customer,part,0.238771,0.074510,0.222222,0.089397,0.538693
customer.c_acctbal,part.p_name,customer,part,0.339089,0.105815,0.111111,0.052554,0.463494
customer.c_acctbal,part.p_mfgr,customer,part,0.335518,0.104700,0.111111,0.078384,0.463996
customer.c_acctbal,part.p_brand,customer,part,0.377461,0.117789,0.111111,0.068087,0.458106
customer.c_acctbal,part.p_type,customer,part,0.294089,0.091772,0.222222,0.071049,0.530925
customer.c_acctbal,part.p_size,customer,part,0.201965,0.063024,0.111111,0.091126,0.482750
customer.c_acctbal,part.p_container,customer,part,0.376735,0.117562,0.181818,0.090159,0.497097
customer.c_acctbal,part.p_retailprice,customer,part,0.378329,0.118060,0.153846,0.090935,0.481488
customer.c_acctbal,part.p_comment,customer,part,0.316996,0.098920,0.111111,0.064143,0.466597
customer.c_acctbal,partsupp.ps_partkey,customer,partsupp,0.238771,0.074510,0.200000,0.097931,0.526471
customer.c_acctbal,partsupp.ps_suppkey,customer,partsupp,0.112590,0.035134,0.100000,0.099718,0.489190
customer.c_acctbal,partsupp.ps_availqty,customer,partsupp,0.252493,0.078792,0.181818,0.097725,0.514544
customer.c_acctbal,partsupp.ps_supplycost,customer,partsupp,0.234529,0.073186,0.076923,0.093107,0.459374
customer.c_acctbal,partsupp.ps_comment,customer,partsupp,1.166331,0.363960,0.100000,0.049419,0.341218
customer.c_acctbal,region.r_regionkey,customer,region,0.169494,0.052892,0.090909,0.077966,0.476199
customer.c_acctbal,region.r_name,customer,region,0.376304,0.117428,0.111111,0.054863,0.458269
customer.c_acctbal,region.r_comment,customer,region,0.692277,0.216029,0.111111,0.049078,0.413898
customer.c_acctbal,supplier.s_suppkey,customer,supplier,0.238771,0.074510,0.111111,0.100059,0.477582
customer.c_acctbal,supplier.s_name,customer,supplier,0.317271,0.099006,0.111111,0.067635,0.466558
customer.c_acctbal,supplier.s_address,customer,supplier,0.270037,0.084267,0.222222,0.070717,0.534302
customer.c_acctbal,supplier.s_nationkey,customer,supplier,0.196889,0.061440,0.181818,0.095650,0.522352
customer.c_acctbal,supplier.s_phone,customer,supplier,0.328528,0.102519,0.111111,0.083580,0.464977
customer.c_acctbal,supplier.s_acctbal,customer,supplier,0.181708,0.056703,0.888889,0.095922,0.913373
customer.c_acctbal,supplier.s_comment,customer,supplier,0.396314,0.123672,0.111111,0.063891,0.455459
customer.c_mktsegment,customer.c_comment,customer,customer,0.498536,0.155571,0.500000,0.137827,0.654993
customer.c_mktsegment,lineitem.l_orderkey,customer,lineitem,0.277590,0.086624,0.250000,0.113305,0.548519
customer.c_mktsegment,lineitem.l_partkey,customer,lineitem,0.318009,0.099237,0.166667,0.109363,0.497010
customer.c_mktsegment,lineitem.l_suppkey,customer,lineitem,0.281144,0.087733,0.166667,0.114873,0.502187
customer.c_mktsegment,lineitem.l_linenumber,customer,lineitem,0.277590,0.086624,0.166667,0.104022,0.502686
customer.c_mktsegment,lineitem.l_quantity,customer,lineitem,0.291822,0.091065,0.083333,0.109603,0.454854
customer.c_mktsegment,lineitem.l_extendedprice,customer,lineitem,0.520210,0.162335,0.200000,0.089937,0.486949
customer.c_mktsegment,lineitem.l_discount,customer,lineitem,0.259032,0.080832,0.333333,0.092018,0.596959
customer.c_mktsegment,lineitem.l_tax,customer,lineitem,0.267269,0.083403,0.166667,0.094278,0.504136
customer.c_mktsegment,lineitem.l_returnflag,customer,lineitem,0.547139,0.170738,0.166667,0.121534,0.464835
customer.c_mktsegment,lineitem.l_linestatus,customer,lineitem,0.914165,0.285270,0.083333,0.111734,0.367461
customer.c_mktsegment,lineitem.l_shipdate,customer,lineitem,0.012713,0.003967,0.166667,0.101664,0.539882
customer.c_mktsegment,lineitem.l_commitdate,customer,lineitem,0.012713,0.003967,0.083333,0.086790,0.494048
customer.c_mktsegment,lineitem.l_receiptdate,customer,lineitem,0.012713,0.003967,0.153846,0.095047,0.532830
customer.c_mktsegment,lineitem.l_shipinstruct,customer,lineitem,0.280721,0.087601,0.142857,0.122709,0.489151
customer.c_mktsegment,lineitem.l_shipmode,customer,lineitem,0.036244,0.011310,0.166667,0.132392,0.536577
customer.c_mktsegment,lineitem.l_comment,customer,lineitem,0.144338,0.045041,0.416667,0.077577,0.658898
customer.c_mktsegment,nation.n_nationkey,customer,nation,0.288868,0.090143,0.250000,0.087936,0.546936
customer.c_mktsegment,nation.n_name,customer,nation,0.021047,0.006568,0.250000,0.065333,0.584544
customer.c_mktsegment,nation.n_regionkey,customer,nation,0.288868,0.090143,0.166667,0.089055,0.501103
customer.c_mktsegment,nation.n_comment,customer,nation,0.565265,0.176394,0.416667,0.064946,0.599789
customer.c_mktsegment,orders.o_orderkey,customer,orders,0.277590,0.086624,0.250000,0.122656,0.548519
customer.c_mktsegment,orders.o_custkey,customer,orders,0.263952,0.082368,0.250000,0.147785,0.550435
customer.c_mktsegment,orders.o_orderstatus,customer,orders,0.547139,0.170738,0.153846,0.111492,0.457783
customer.c_mktsegment,orders.o_totalprice,customer,orders,1.617858,0.504862,0.166667,0.097949,0.314479
customer.c_mktsegment,orders.o_orderdate,customer,orders,0.012713,0.003967,0.166667,0.093542,0.539882
customer.c_mktsegment,orders.o_orderpriority,customer,orders,0.035474,0.011070,0.133333,0.107412,0.518352
customer.c_mktsegment,orders.o_clerk,customer,orders,0.047665,0.014874,0.166667,0.128926,0.534973
customer.c_mktsegment,orders.o_shippriority,customer,orders,1.688534,0.526917,0.142857,0.128176,0.291459
customer.c_mktsegment,orders.o_comment,customer,orders,0.356985,0.111399,0.416667,0.090219,0.629037
customer.c_mktsegment,part.p_partkey,customer,part,0.277590,0.086624,0.166667,0.099200,0.502686
customer.c_mktsegment,part.p_name,customer,part,0.187527,0.058519,0.250000,0.062326,0.561167
customer.c_mktsegment,part.p_mfgr,customer,part,0.040674,0.012693,0.250000,0.092185,0.581788
customer.c_mktsegment,part.p_brand,customer,part,0.008560,0.002671,0.166667,0.090864,0.540465
customer.c_mktsegment,part.p_type,customer,part,0.084525,0.026377,0.250000,0.080469,0.575631
customer.c_mktsegment,part.p_size,customer,part,0.256169,0.079939,0.250000,0.100950,0.551527
customer.c_mktsegment,part.p_container,customer,part,0.013989,0.004365,0.166667,0.099880,0.539702
customer.c_mktsegment,part.p_retailprice,customer,part,0.404951,0.126367,0.153846,0.092346,0.477750
customer.c_mktsegment,part.p_comment,customer,part,0.051905,0.016197,0.416667,0.084297,0.671878
customer.c_mktsegment,partsupp.ps_partkey,customer,partsupp,0.277590,0.086624,0.083333,0.108490,0.456853
customer.c_mktsegment,partsupp.ps_suppkey,customer,partsupp,0.344843,0.107610,0.083333,0.110469,0.447409
customer.c_mktsegment,partsupp.ps_availqty,customer,partsupp,0.239590,0.074765,0.000000,0.108261,0.416356
customer.c_mktsegment,partsupp.ps_supplycost,customer,partsupp,0.269976,0.084248,0.153846,0.102049,0.496704
customer.c_mktsegment,partsupp.ps_comment,customer,partsupp,1.034957,0.322964,0.333333,0.056041,0.487999
customer.c_mktsegment,region.r_regionkey,customer,region,0.288868,0.090143,0.166667,0.098502,0.501103
customer.c_mktsegment,region.r_name,customer,region,0.029680,0.009262,0.250000,0.086562,0.583332
customer.c_mktsegment,region.r_comment,customer,region,0.560903,0.175033,0.416667,0.062179,0.600402
customer.c_mktsegment,supplier.s_suppkey,customer,supplier,0.277590,0.086624,0.166667,0.110847,0.502686
customer.c_mktsegment,supplier.s_name,customer,supplier,0.068636,0.021418,0.250000,0.089500,0.577862
customer.c_mktsegment,supplier.s_address,customer,supplier,0.138662,0.043270,0.166667,0.078341,0.522195
customer.c_mktsegment,supplier.s_nationkey,customer,supplier,0.261289,0.081537,0.250000,0.105963,0.550808
customer.c_mktsegment,supplier.s_phone,customer,supplier,0.047665,0.014874,0.166667,0.111540,0.534973
customer.c_mktsegment,supplier.s_acctbal,customer,supplier,0.213811,0.066721,0.083333,0.114229,0.465809
customer.c_mktsegment,supplier.s_comment,customer,supplier,0.264940,0.082676,0.416667,0.080927,0.641963
customer.c_comment,lineitem.l_orderkey,customer,lineitem,0.538600,0.168073,0.200000,0.075802,0.484367
customer.c_comment,lineitem.l_partkey,customer,lineitem,0.579019,0.180686,0.111111,0.073164,0.429802
customer.c_comment,lineitem.l_suppkey,customer,lineitem,0.542154,0.169182,0.111111,0.076850,0.434979
customer.c_comment,lineitem.l_linenumber,customer,lineitem,0.538600,0.168073,0.166667,0.069591,0.466034
customer.c_comment,lineitem.l_quantity,customer,lineitem,0.552832,0.172514,0.200000,0.073325,0.482369
customer.c_comment,lineitem.l_extendedprice,customer,lineitem,0.781219,0.243784,0.133333,0.056851,0.413630
customer.c_comment,lineitem.l_discount,customer,lineitem,0.520042,0.162282,0.300000,0.059778,0.541973
customer.c_comment,lineitem.l_tax,customer,lineitem,0.528279,0.164852,0.111111,0.054609,0.436927
customer.c_comment,lineitem.l_returnflag,customer,lineitem,1.045675,0.326309,0.166667,0.080307,0.394828
customer.c_comment,lineitem.l_linestatus,customer,lineitem,1.412701,0.440841,0.166667,0.074750,0.343288
customer.c_comment,lineitem.l_shipdate,customer,lineitem,0.493115,0.153879,0.200000,0.068014,0.490754
customer.c_comment,lineitem.l_commitdate,customer,lineitem,0.493115,0.153879,0.500000,0.055505,0.655754
customer.c_comment,lineitem.l_receiptdate,customer,lineitem,0.493115,0.153879,0.230769,0.062805,0.507677
customer.c_comment,lineitem.l_shipinstruct,customer,lineitem,0.694835,0.216827,0.214286,0.082092,0.470285
customer.c_comment,lineitem.l_shipmode,customer,lineitem,0.524815,0.163772,0.200000,0.088571,0.486303
customer.c_comment,lineitem.l_comment,customer,lineitem,0.354198,0.110530,0.888889,0.051261,0.889151
customer.c_comment,nation.n_nationkey,customer,nation,0.549878,0.171593,0.181818,0.058829,0.472783
customer.c_comment,nation.n_name,customer,nation,0.511235,0.159534,0.333333,0.043171,0.561543
customer.c_comment,nation.n_regionkey,customer,nation,0.549878,0.171593,0.181818,0.057708,0.472783
customer.c_comment,nation.n_comment,customer,nation,0.066729,0.020823,0.888889,0.042915,0.929519
customer.c_comment,orders.o_orderkey,customer,orders,0.538600,0.168073,0.200000,0.086821,0.484367
customer.c_comment,orders.o_custkey,customer,orders,0.524962,0.163817,0.222222,0.097653,0.498504
customer.c_comment,orders.o_orderstatus,customer,orders,1.045675,0.326309,0.230769,0.085284,0.430084
customer.c_comment,orders.o_totalprice,customer,orders,1.878868,0.586311,0.166667,0.066613,0.277827
customer.c_comment,orders.o_orderdate,customer,orders,0.493115,0.153879,0.272727,0.073153,0.530754
customer.c_comment,orders.o_orderpriority,customer,orders,0.486591,0.151844,0.200000,0.076038,0.491670
customer.c_comment,orders.o_clerk,customer,orders,0.458163,0.142972,0.333333,0.085192,0.568996
customer.c_comment,orders.o_shippriority,customer,orders,2.187070,0.682488,0.142857,0.085750,0.221452
customer.c_comment,orders.o_comment,customer,orders,0.141551,0.044172,0.888889,0.062041,0.919012
customer.c_comment,part.p_partkey,customer,part,0.538600,0.168073,0.111111,0.066255,0.435478
customer.c_comment,part.p_name,customer,part,0.311008,0.097052,0.333333,0.040694,0.589660
customer.c_comment,part.p_mfgr,customer,part,0.465154,0.145154,0.222222,0.060914,0.506903
customer.c_comment,part.p_brand,customer,part,0.507096,0.158242,0.222222,0.060041,0.501013
customer.c_comment,part.p_type,customer,part,0.414011,0.129194,0.222222,0.053172,0.514085
customer.c_comment,part.p_size,customer,part,0.517179,0.161389,0.222222,0.067536,0.499597
customer.c_comment,part.p_container,customer,part,0.506371,0.158016,0.363636,0.066820,0.578893
customer.c_comment,part.p_retailprice,customer,part,0.665961,0.207817,0.076923,0.061779,0.398790
customer.c_comment,part.p_comment,customer,part,0.446631,0.139374,0.888889,0.055702,0.876171
customer.c_comment,partsupp.ps_partkey,customer,partsupp,0.538600,0.168073,0.100000,0.072580,0.429367
customer.c_comment,partsupp.ps_suppkey,customer,partsupp,0.605853,0.189060,0.100000,0.073904,0.419923
customer.c_comment,partsupp.ps_availqty,customer,partsupp,0.500600,0.156215,0.181818,0.072427,0.479703
customer.c_comment,partsupp.ps_supplycost,customer,partsupp,0.530986,0.165697,0.153846,0.068271,0.460052
customer.c_comment,partsupp.ps_comment,customer,partsupp,0.536421,0.167393,0.800000,0.037031,0.814673
customer.c_comment,region.r_regionkey,customer,region,0.549878,0.171593,0.181818,0.057783,0.472783
customer.c_comment,region.r_name,customer,region,0.505939,0.157881,0.333333,0.048380,0.562287
customer.c_comment,region.r_comment,customer,region,0.188854,0.058933,0.888889,0.040530,0.912369
customer.c_comment,supplier.s_suppkey,customer,supplier,0.538600,0.168073,0.111111,0.074157,0.435478
customer.c_comment,supplier.s_name,customer,supplier,0.437192,0.136428,0.333333,0.059140,0.571940
customer.c_comment,supplier.s_address,customer,supplier,0.359874,0.112301,0.222222,0.052411,0.521687
customer.c_comment,supplier.s_nationkey,customer,supplier,0.522299,0.162986,0.181818,0.070889,0.476656
customer.c_comment,supplier.s_phone,customer,supplier,0.458163,0.142972,0.222222,0.073703,0.507885
customer.c_comment,supplier.s_acctbal,customer,supplier,0.474821,0.148171,0.111111,0.075480,0.444434
customer.c_comment,supplier.s_comment,customer,supplier,0.233596,0.072895,0.888889,0.053475,0.906086
lineitem.l_orderkey,lineitem.l_partkey,lineitem,lineitem,0.117181,0.036567,0.500000,0.132350,0.708545
lineitem.l_orderkey,lineitem.l_suppkey,lineitem,lineitem,0.004905,0.001531,0.500000,0.142257,0.724311
lineitem.l_orderkey,lineitem.l_linenumber,lineitem,lineitem,0.000000,0.000000,0.333333,0.125048,0.633333
lineitem.l_orderkey,lineitem.l_quantity,lineitem,lineitem,0.014703,0.004588,0.300000,0.135428,0.612935
lineitem.l_orderkey,lineitem.l_extendedprice,lineitem,lineitem,0.416793,0.130063,0.333333,0.113153,0.574805
lineitem.l_orderkey,lineitem.l_discount,lineitem,lineitem,0.039465,0.012315,0.200000,0.115772,0.554458
lineitem.l_orderkey,lineitem.l_tax,lineitem,lineitem,0.047702,0.014886,0.200000,0.106685,0.553301
lineitem.l_orderkey,lineitem.l_returnflag,lineitem,lineitem,0.722892,0.225583,0.250000,0.147599,0.485988
lineitem.l_orderkey,lineitem.l_linestatus,lineitem,lineitem,1.089918,0.340115,0.250000,0.143798,0.434448
lineitem.l_orderkey,lineitem.l_shipdate,lineitem,lineitem,0.272169,0.084932,0.200000,0.112526,0.521781
lineitem.l_orderkey,lineitem.l_commitdate,lineitem,lineitem,0.272169,0.084932,0.250000,0.109194,0.549281
lineitem.l_orderkey,lineitem.l_receiptdate,lineitem,lineitem,0.272169,0.084932,0.230769,0.107648,0.538704
lineitem.l_orderkey,lineitem.l_shipinstruct,lineitem,lineitem,0.372053,0.116101,0.214286,0.135291,0.515612
lineitem.l_orderkey,lineitem.l_shipmode,lineitem,lineitem,0.303869,0.094824,0.200000,0.145967,0.517329
lineitem.l_orderkey,lineitem.l_comment,lineitem,lineitem,0.198925,0.062076,0.300000,0.100324,0.587066
lineitem.l_orderkey,nation.n_nationkey,lineitem,nation,0.069301,0.021626,0.363636,0.096953,0.640268
lineitem.l_orderkey,nation.n_name,lineitem,nation,0.290289,0.090586,0.200000,0.060884,0.519236
lineitem.l_orderkey,nation.n_regionkey,lineitem,nation,0.069301,0.021626,0.363636,0.095104,0.640268
lineitem.l_orderkey,nation.n_comment,lineitem,nation,0.605329,0.188896,0.200000,0.067613,0.474997
lineitem.l_orderkey,orders.o_orderkey,lineitem,orders,0.000000,0.000000,0.900000,0.180888,0.945000
lineitem.l_orderkey,orders.o_custkey,lineitem,orders,0.013638,0.004256,0.400000,0.164535,0.668085
lineitem.l_orderkey,orders.o_orderstatus,lineitem,orders,0.722892,0.225583,0.461538,0.177688,0.602334
lineitem.l_orderkey,orders.o_totalprice,lineitem,orders,1.550326,0.483788,0.250000,0.138787,0.369795
lineitem.l_orderkey,orders.o_orderdate,lineitem,orders,0.272169,0.084932,0.545455,0.152413,0.711781
lineitem.l_orderkey,orders.o_orderpriority,lineitem,orders,0.265645,0.082896,0.466667,0.158423,0.669364
lineitem.l_orderkey,orders.o_clerk,lineitem,orders,0.237217,0.074025,0.400000,0.143341,0.636689
lineitem.l_orderkey,orders.o_shippriority,lineitem,orders,1.864287,0.581761,0.285714,0.161152,0.345350
lineitem.l_orderkey,orders.o_comment,lineitem,orders,0.397049,0.123901,0.200000,0.129261,0.504244
lineitem.l_orderkey,part.p_partkey,lineitem,part,0.000000,0.000000,0.400000,0.109190,0.670000
lineitem.l_orderkey,part.p_name,lineitem,part,0.247778,0.077321,0.200000,0.064190,0.525206
lineitem.l_orderkey,part.p_mfgr,lineitem,part,0.244208,0.076207,0.200000,0.095738,0.525707
lineitem.l_orderkey,part.p_brand,lineitem,part,0.286150,0.089295,0.200000,0.076535,0.519817
lineitem.l_orderkey,part.p_type,lineitem,part,0.202778,0.063278,0.200000,0.089014,0.531525
lineitem.l_orderkey,part.p_size,lineitem,part,0.036806,0.011486,0.200000,0.111302,0.554832
lineitem.l_orderkey,part.p_container,lineitem,part,0.285425,0.089069,0.272727,0.110121,0.559919
lineitem.l_orderkey,part.p_retailprice,lineitem,part,0.148875,0.046457,0.153846,0.112900,0.513710
lineitem.l_orderkey,part.p_comment,lineitem,part,0.225685,0.070426,0.200000,0.081703,0.528308
lineitem.l_orderkey,partsupp.ps_partkey,lineitem,partsupp,0.000000,0.000000,0.300000,0.119614,0.615000
lineitem.l_orderkey,partsupp.ps_suppkey,lineitem,partsupp,0.126181,0.039376,0.300000,0.124079,0.597281
lineitem.l_orderkey,partsupp.ps_availqty,lineitem,partsupp,0.092936,0.029001,0.181818,0.125699,0.536949
lineitem.l_orderkey,partsupp.ps_supplycost,lineitem,partsupp,0.008465,0.002642,0.076923,0.116977,0.491119
lineitem.l_orderkey,partsupp.ps_comment,lineitem,partsupp,1.075021,0.335466,0.100000,0.060361,0.354040
lineitem.l_orderkey,region.r_regionkey,lineitem,region,0.069301,0.021626,0.363636,0.095228,0.640268
lineitem.l_orderkey,region.r_name,lineitem,region,0.284993,0.088934,0.200000,0.066468,0.519980
lineitem.l_orderkey,region.r_comment,lineitem,region,0.600967,0.187535,0.200000,0.059945,0.475609
lineitem.l_orderkey,supplier.s_suppkey,lineitem,supplier,0.000000,0.000000,0.400000,0.123562,0.670000
lineitem.l_orderkey,supplier.s_name,lineitem,supplier,0.225960,0.070512,0.200000,0.082610,0.528270
lineitem.l_orderkey,supplier.s_address,lineitem,supplier,0.178726,0.055772,0.300000,0.086374,0.589902
lineitem.l_orderkey,supplier.s_nationkey,lineitem,supplier,0.041882,0.013070,0.363636,0.116828,0.644119
lineitem.l_orderkey,supplier.s_phone,lineitem,supplier,0.237217,0.074025,0.200000,0.094927,0.526689
lineitem.l_orderkey,supplier.s_acctbal,lineitem,supplier,0.068237,0.021294,0.100000,0.125490,0.495418
lineitem.l_orderkey,supplier.s_comment,lineitem,supplier,0.305003,0.095178,0.200000,0.091177,0.517170
lineitem.l_partkey,lineitem.l_suppkey,lineitem,lineitem,0.120751,0.037681,0.555556,0.139554,0.738599
lineitem.l_partkey,lineitem.l_linenumber,lineitem,lineitem,0.117181,0.036567,0.250000,0.114081,0.571045
lineitem.l_partkey,lineitem.l_quantity,lineitem,lineitem,0.131414,0.041008,0.500000,0.132854,0.706546
lineitem.l_partkey,lineitem.l_extendedprice,lineitem,lineitem,0.498856,0.155671,0.200000,0.111003,0.489948
lineitem.l_partkey,lineitem.l_discount,lineitem,lineitem,0.077789,0.024275,0.200000,0.113572,0.549076
lineitem.l_partkey,lineitem.l_tax,lineitem,lineitem,0.069552,0.021704,0.333333,0.104658,0.623566
lineitem.l_partkey,lineitem.l_returnflag,lineitem,lineitem,0.763312,0.238196,0.250000,0.127733,0.480312
lineitem.l_partkey,lineitem.l_linestatus,lineitem,lineitem,1.130338,0.352728,0.250000,0.137709,0.428772
lineitem.l_partkey,lineitem.l_shipdate,lineitem,lineitem,0.312589,0.097545,0.300000,0.108189,0.571105
lineitem.l_partkey,lineitem.l_commitdate,lineitem,lineitem,0.312589,0.097545,0.250000,0.107119,0.543605
lineitem.l_partkey,lineitem.l_receiptdate,lineitem,lineitem,0.312589,0.097545,0.230769,0.105603,0.533028
lineitem.l_partkey,lineitem.l_shipinstruct,lineitem,lineitem,0.412472,0.128714,0.285714,0.130584,0.549221
lineitem.l_partkey,lineitem.l_shipmode,lineitem,lineitem,0.344289,0.107437,0.200000,0.140889,0.511653
lineitem.l_partkey,lineitem.l_comment,lineitem,lineitem,0.239344,0.074689,0.222222,0.083963,0.538612
lineitem.l_partkey,nation.n_nationkey,lineitem,nation,0.047904,0.014949,0.454545,0.093579,0.693273
lineitem.l_partkey,nation.n_name,lineitem,nation,0.330708,0.103199,0.333333,0.058766,0.586893
lineitem.l_partkey,nation.n_regionkey,lineitem,nation,0.047904,0.014949,0.363636,0.092020,0.643273
lineitem.l_partkey,nation.n_comment,lineitem,nation,0.645749,0.201510,0.111111,0.065260,0.420432
lineitem.l_partkey,orders.o_orderkey,lineitem,orders,0.117181,0.036567,0.400000,0.138290,0.653545
lineitem.l_partkey,orders.o_custkey,lineitem,orders,0.110125,0.034365,0.555556,0.128446,0.740091
lineitem.l_partkey,orders.o_orderstatus,lineitem,orders,0.763312,0.238196,0.230769,0.135843,0.469735
lineitem.l_partkey,orders.o_totalprice,lineitem,orders,1.596505,0.498199,0.250000,0.120893,0.363311
lineitem.l_partkey,orders.o_orderdate,lineitem,orders,0.312589,0.097545,0.181818,0.116520,0.506105
lineitem.l_partkey,orders.o_orderpriority,lineitem,orders,0.306064,0.095509,0.200000,0.121115,0.517021
lineitem.l_partkey,orders.o_clerk,lineitem,orders,0.277637,0.086638,0.222222,0.109585,0.533235
lineitem.l_partkey,orders.o_shippriority,lineitem,orders,1.904707,0.594375,0.285714,0.136402,0.339674
lineitem.l_partkey,orders.o_comment,lineitem,orders,0.437468,0.136514,0.111111,0.098821,0.449680
lineitem.l_partkey,part.p_partkey,lineitem,part,0.117181,0.036567,0.888889,0.143073,0.922434
lineitem.l_partkey,part.p_name,lineitem,part,0.288198,0.089934,0.333333,0.089890,0.592863
lineitem.l_partkey,part.p_mfgr,lineitem,part,0.284627,0.088819,0.111111,0.126132,0.471142
lineitem.l_partkey,part.p_brand,lineitem,part,0.326570,0.101908,0.222222,0.105246,0.526363
lineitem.l_partkey,part.p_type,lineitem,part,0.243198,0.075891,0.222222,0.102521,0.538071
lineitem.l_partkey,part.p_size,lineitem,part,0.080375,0.025081,0.222222,0.108953,0.560935
lineitem.l_partkey,part.p_container,lineitem,part,0.325844,0.101681,0.272727,0.108919,0.554243
lineitem.l_partkey,part.p_retailprice,lineitem,part,0.259768,0.081062,0.230769,0.110755,0.540445
lineitem.l_partkey,part.p_comment,lineitem,part,0.266105,0.083040,0.111111,0.096813,0.473743
lineitem.l_partkey,partsupp.ps_partkey,lineitem,partsupp,0.117181,0.036567,0.800000,0.127600,0.873545
lineitem.l_partkey,partsupp.ps_suppkey,lineitem,partsupp,0.026834,0.008374,0.400000,0.121722,0.666232
lineitem.l_partkey,partsupp.ps_availqty,lineitem,partsupp,0.191379,0.059721,0.272727,0.123311,0.573125
lineitem.l_partkey,partsupp.ps_supplycost,lineitem,partsupp,0.114498,0.035730,0.153846,0.114755,0.518537
